kandidatas,mokesciai,gautos_paskolos,turtas,suteiktos_paskolos,gryni_pinigai,vertybiniai_popieriai,gautos_pajamos
Inga ŽUKEVIČIŪTĖ,0.0,,40000.0,,,,0.0
Violeta BUTRIMIENĖ,1075.72,,34570.0,,,,4278.37
Antanas BASKAS,2700.74,,112753.0,,,,12858.88
Jelena MARKEVIČIENĖ,55.15,,198000.0,,,,534.32
Kęstutis MOCKUS,253.0,,58090.0,,,,1037.0
Albinas POCEVIČIUS,342.0,,19264.0,,,,1561.0
Juozas SAPLINSKAS,5945.4,,96756.0,,,,11944.15
Jonas BIELIAUSKAS,0.0,,19775.0,,,,2125.94
Jevgenij LEV,0.0,,665346.0,,,,0.0
Vytautas BERNATONIS,41.0,,149963.0,,,,1249.0
Vytautas Aleksas LAZINKA,0.0,,680470.0,,,,160000.0
Vytautas PETKEVIČIUS,0.0,,238566.0,,,,6781.92
Julius VESELKA,0.0,,241562.0,,,,7530.0
Vincas GRIGONIS,0.0,,0.0,,,,2477.82
Vladas TUMINAS,1028.16,,40215.0,,,,3004.84
Eglė Ernesta LUMBIENĖ,1333.0,,116000.0,,,,17949.0
Rimutis BRAZINSKAS,0.0,,10700.0,,,,0.0
Kazys BUŽINSKIS,0.0,,34102.0,,,,3450.66
Vytautas TRINSKIS,4188.63,,124776.0,,,,8624.37
Jadvyga MARKAITIENĖ,0.0,,80040.0,,,,3477.42
Liudvikas KEMEKLIS,4837.79,,40792.0,,,,9780.53
Povilas GRUNSKIS,0.0,,7295.0,,,,3241.86
Arvydas ALEKNA,2694.0,,45000.0,,,,18469.0
Genė GREBLIAUSKIENĖ,0.0,,38000.0,,,,3742.83
Nijolė BLAŽIENĖ,3649.51,,8000.0,,,,8595.52
Alfonsas NORVILIS,164.98,,160000.0,,,,2792.66
Viktoras SINIAUSKAS,2105.04,,12000.0,,,,5297.86
Justinas Viktoras ŠIMANSKAS,0.0,,0.0,,,,2399.34
Ramutis KLOVA,8.08,,94000.0,,,,2395.12
Kazys Algirdas MALINAUSKAS,2220.57,,12797.0,,,,5127.27
Steponas Alfredas VAITKEVIČIUS,1.12,,130180.0,,,,36.4
Jadvyga LUPEIKIENĖ,6092.18,,196000.0,,,,10005.0
Renata LINGEVIČIŪTĖ,33.48,,165000.0,,,,1176.08
Stasys KALVĖNAS,0.0,,47300.0,,,,7652.65
Kornelijus PAPŠYS,1481.13,,174284.0,,,,6430.41
Ona Birutė PAPLAUSKIENĖ,2881.19,,70893.0,,,,6303.14
Vytautas KATUKEVIČIUS,4308.59,,155119.0,,,,17105.58
Vaiva GUDELYTĖ,215.02,,0.0,,,,964.56
Domijonas SRĖBALIUS,3230.88,,55066.0,,,,7139.76
Gintaras BUDRYS,1401.63,,269642.0,,,,4376.55
Vytautas PAULIUKAS,0.0,,17803.0,,,,0.0
Margarita BERESNEVAITĖ,1978.6,,36819.54,,,,4933.15
Juozas CIPARIS,0.0,,107396.0,,,,7188.6
Rimantas LIAKAS,419.94,,253009.0,,,,5859.91
Kęstutis JUKNIS,690.84,,26900.0,,,,3732.97
Eduardas ZELBA,4881.0,,60000.0,,,,11498.85
Algimantas ŠUKYS,2681.0,,40600.0,,,,6084.0
Gintas JASIULIONIS,2671.18,,19812.0,,,,5934.61
Algis AVIŽIENIS,11478.6,,8000.0,,,,25385.4
Juozas MOZERIS,1208.24,,4540.0,,,,3574.61
Mykolas BILIŪNAS,293.58,,69000.0,,,,3543.35
Birutė STATKEVIČIENĖ,3471.7,,78564.0,,,,7886.5
Jonas TRUSKA,0.0,,0.0,,,,3089.52
Audrius SKIMBORAUSKAS,2250.01,,63538.0,,,,5726.99
Primas NOREIKA,3400.5,,126410.0,,,,7418.54
Leonas MILČIUS,3794.52,,19988.06,,,,8670.34
Kąstytis GAURELIS,144.9,,120416.42,,,,484.1
Edvardas KRIŠČIŪNAS,3453.75,,5000.0,,,,8164.01
Vilija GRINCEVIČIENĖ,5599.68,,140592.0,,,,13773.48
Stanislovas BUŠKEVIČIUS,6546.24,,14880.0,,,,24517.76
Ramūnas PLERPA,2972.04,,30180.0,,,,7073.09
Algimantas Antanas GREIMAS,2414.7,,83500.0,,,,7047.66
Valerijus PONOMARIOVAS,35.0,,5000.0,,,,31005.0
Antanas VANAGAS,2803.62,,142085.0,,,,6731.94
Feliksas KOLOSAUSKAS,4653.0,,326085.0,,,,18982.0
Pranas LANKAS,3333.09,,80325.0,,,,7343.78
Antanas KAIRYS,5341.21,,22729.0,,,,32214.19
Juozas ŽEBRAUSKAS,669.0,,414788.0,,,,52197.0
Liudas KAVALIAUSKAS,4959.7,,511475.0,,,,10998.44
Kazimieras Vytis ATKOČIŪNAS,8435.19,,78969.0,,,,21340.85
Alvydas ŠEDŽIUS,654.44,,256893.0,,,,119715.61
Antanas NESTECKIS,8248.69,,231233.0,,,,16002.06
Stasė SKUTULIENĖ,2547.99,,74084.0,,,,9989.31
Alfonsas PULOKAS,3264.0,,77165.0,,,,6982.0
Juozapas PALIAKAS,0.0,,494218.0,,,,0.0
Zigmantas BALČYTIS,32441.6,,735607.0,,,,100969.0
Audronė PACEVIČIENĖ,2631.54,,18215.54,,,,14609.58
Valentinas GREIČIŪNAS,25493.14,,588872.0,,,,51727.26
Bronius BRADAUSKAS,8687.0,,457015.0,,,,16817.0
Juras POŽELA,8773.92,,289500.0,,,,27228.37
Ona BALEVIČIŪTĖ,8309.6,,54123.0,,,,16149.68
Algirdas RAŽAUSKAS,13098.28,,152799.0,,,,0.0
Vidmantas BRAZYS,5734.92,,384920.0,,,,11815.69
Vydas BARAVYKAS,3164.0,,197152.0,,,,6410.0
Evaldas GUSTAS,4034.0,,112219.0,,,,10058.0
Antanas Zenonas KAMINSKAS,4765.0,,96484.0,,,,58176.0
Eugenija MEŠKIENĖ,5739.0,,57242.0,,,,11815.0
Antanas VALYS,7386.8,,47521.0,,,,14505.76
Vytautas SAULIS,7942.0,,68803.0,,,,17219.0
Mindaugas BASTYS,2692.0,,339085.0,,,,31635.0
Romutis MAŽRIMAS,97.56,,125730.0,,,,1702.44
Milda PETRAUSKIENĖ,4223.16,,112000.0,,,,8684.84
Juozapas PETKEVIČIUS,8142.0,,46400.0,,,,27258.0
Vytautas JUŠKUS,5460.0,,202076.0,,,,12546.0
Kęstutis VIRBICKAS,9876.8,,125085.0,,,,42873.2
Vasilijus POPOVAS,5480.14,,19100.0,,,,11457.05
Mykolas PRONCKUS,6546.0,,64770.0,,,,31898.0
Irena ŠIAULIENĖ,6401.7,,90697.0,,,,19413.3
Virmantas VELIKONIS,6571.24,,35880.0,,,,26579.48
Algis RIMAS,8216.0,,183001.0,,,,15783.72
Gediminas Adolfas PAVIRŽIS,12938.0,,296055.0,,,,25523.0
Artur PLOKŠTO,7573.19,,166829.0,,,,21882.32
Justinas KAROSAS,8031.87,,308228.0,,,,23475.23
Vaidas PLIUSNIS,41109.18,,874713.0,,,,132403.32
Petras PAPOVAS,7707.6,,56180.0,,,,21333.4
Algimantas SALAMAKINAS,7707.6,,33674.0,,,,21333.4
Jonas BUDREVIČIUS,7217.0,,1096070.0,,,,27879.0
Gediminas KIRKILAS,7707.6,,36113.0,,,,28007.4
Sigita BURBIENĖ,6546.24,,101200.0,,,,19268.76
Algirdas KUNČINAS,5614.0,,167595.0,,,,12152.0
Zenonas MAČERNIUS,3113.0,,106277.0,,,,22289.0
Juozas BERNATONIS,7707.6,,151000.0,,,,21333.4
Rimantas SINKEVIČIUS,12186.0,,94364.0,,,,58024.0
Alfonsas MACAITIS,1204.86,,3311499.0,,,,4720.0
Edvardas KANIAVA,5825.0,,577674.0,,,,19256.0
Vytautas EINORIS,7707.6,,131108.0,,,,309708.38
Česlovas JURŠĖNAS,8869.32,,197182.0,,,,24350.0
Saulius PEČELIŪNAS,7707.6,,118850.0,,,,21333.4
Raimondas IVAŠKEVIČIUS,4303.81,,88634.0,,,,9335.0
Petras GRECEVIČIUS,7061.0,,160500.0,,,,17368.0
Marijus ČIŽAS,3372.69,,9555.0,,,,9825.57
Victor Vitold Vytautas LAUGALIS,0.0,,28165.0,,,,5817.0
Rimantas KRANKALIS,8599.0,,32516.0,,,,18073.0
Vytautas GRUŠAUSKAS,10373.05,,85834.0,,,,24780.87
Algirdas ENDRIUKAITIS,0.0,,0.0,,,,10743.72
Jelizaveta DAUGININKIENĖ,5483.76,,0.0,,,,11637.24
Larisa DMITRIJEVA,1207.12,,10000.0,,,,3590.82
Juljan SOMOROKO,0.0,,11000.0,,,,10418.52
Anatolijus TIMOFEJEVAS,4084.0,,51527.0,,,,8594.0
Aleksandr BARVENOV,3913.0,,120124.0,,,,8135.0
Mečislovas VITKAUSKAS,790.0,,328930.0,,,,2334.0
Olga GORŠKOVA,656.28,,0.0,,,,2343.72
Aleksandr LOMAKO,1672.0,,0.0,,,,4306.17
Nikolajus ŠALKOVSKIS,370.0,,0.0,,,,1398.93
Jurgis UTOVKA,7113.0,,52078.0,,,,13823.0
Leonidas BUROKAS,3478.98,,307400.0,,,,9196.3
Vladimiras ORECHOVAS,3149.62,,493622.0,,,,11850.38
Sergejus DMITRIJEVAS,0.0,,1000.0,,,,0.0
Vidmantas Romualdas STRIŠKA,506.0,,441020.0,,,,2074.92
Juozas SPUDULIS,3164.8,,37265.0,,,,6804.73
Gintautas LABANAUSKAS,364.03,,60753.0,,,,7651.5
Ričardas MACKEVIČIUS,1099.0,,0.0,,,,7353.0
Mindaugas LUŽYS,4641.73,,21460.0,,,,9736.28
Jonas Gediminas JOCIUS,1322.6,,244132.0,,,,16187.05
Rimantas LAZDYNAS,389.0,,23158.0,,,,2095.0
Alvydas BLAŽIUS,163.74,,231566.0,,,,54299.92
Česlav MICKIEVIČ,0.0,,50219.0,,,,0.0
Benediktas BALKAUSKAS,5844.0,,81325.0,,,,12070.0
Nina KOROTAJEVA,3239.36,,91820.0,,,,10371.4
Kęstutis SLAVINSKAS,4800.99,,0.0,,,,9712.87
Alfredas GALAUNĖ,5045.78,,93013.8,,,,10385.22
Visvaldas NEKRAŠAS,8236.58,,27513.0,,,,18061.19
Arvydas JUDICKAS,4581.09,,35168.0,,,,11226.33
Antanas KAROBLIS,2982.25,,129502.0,,,,6622.99
Aušrelė DRUMELIENĖ,2114.0,,110000.0,,,,4936.0
Gintautas MIKOLAITIS,10769.0,,377012.0,,,,21460.0
Antanas Serafinas ZENKEVIČIUS,4732.2,,9383.0,,,,10417.8
Irena KUPŠIENĖ,3455.0,,34598.0,,,,8213.0
Ona VINKLERIENĖ,2806.53,,19142.0,,,,7292.61
Pranas NOREIKA,9333.0,,142355.0,,,,24178.0
Sigitas DOBILINSKAS,10379.88,,211000.0,,,,20200.12
Danielius DOMKUS,6726.0,,150332.0,,,,34466.0
Stanislovas Gediminas ILGŪNAS,6578.0,,313437.0,,,,30497.0
Teresė Aldona SMILGIENĖ,4219.22,,46712.0,,,,12834.57
Vytautas JUODAGALVIS,1418.24,,40900.0,,,,4991.44
Gražina ŠMIGELSKIENĖ,4179.0,,50040.0,,,,24356.0
Edvardas ŽAKARIS,6522.0,,48589.0,,,,19021.0
Romas TURONIS,4648.24,,1000.0,,,,8259.76
Lina RASIKEVIČIENĖ,2527.19,,73938.0,,,,9856.16
Aloyzas KAŽDAILEVIČIUS,14426.0,,242832.0,,,,124256.0
Marija Nijolė MEILUTIENĖ,293.0,,20381.0,,,,1954.0
Julius SABATAUSKAS,3751.36,,56762.0,,,,8662.32
Rimantas VAITKUS,7806.71,,58566.0,,,,20078.92
Dobilas Jonas KIRVELIS,2874.14,,96000.0,,,,7332.6
Jonas KORENKA,5814.0,,46737.0,,,,11514.0
Regina LOPIENĖ,1231.01,,0.0,,,,3390.31
Albertas KRUMINAS,0.0,,72263.0,,,,7464.0
Jonas JURKUS,5705.04,,66932.0,,,,12221.97
Giedrė PURVANECKIENĖ,1350.54,,221000.0,,,,24590.28
Rimantas RUZAS,1218.53,,79918.0,,,,4250.47
Stasys KRUŽINAUSKAS,2129.06,,132577.0,,,,6139.66
Kęstutis KRIŠČIŪNAS,6794.03,,70000.0,,,,13457.1
Ona BABONIENĖ,3549.44,,47970.0,,,,9340.8
Roma DOVYDĖNIENĖ,7561.39,,79967.0,,,,21195.06
Algirdas SYSAS,6578.12,,53952.0,,,,19476.45
Birutė VĖSAITĖ,3351.84,,10651.0,,,,13526.16
Nikolaj MEDVEDEV,7707.6,,36000.0,,,,33244.28
Juozas OLEKAS,9741.94,,193000.0,,,,192743.34
Algirdas BUTKEVIČIUS,7707.6,,85238.0,,,,21333.4
Aloyzas SAKALAS,8869.32,,131068.0,,,,23398.68
Vytenis Povilas ANDRIUKAITIS,6546.24,,241371.0,,,,19268.76
Eugenijus KRIAUČIŪNAS,0.0,,137184.0,,,,0.0
Liubovė GLUŠAKOVA,2762.41,,38082.0,,,,6089.0
Michailas BUGAKOVAS,2971.36,,0.0,,,,6466.0
Bronius SIMANAVIČIUS,5298.0,,68221.0,,,,10650.0
Marija KALADIENĖ,0.0,,265440.4,,,,3021.69
Vidas VISOCKIS,329.95,,2600.0,,,,1175.31
Edita VAITKUTĖ,7781.0,,10000.0,,,,15823.0
Žilvinas URBUTIS,3582.0,,48984.0,,,,15993.0
Viktoras ŠIMELEVIČIUS,4365.5,,8600.0,,,,13563.03
Marija ŠERIENĖ,7026.0,,2000.0,,,,20121.0
Jurgis STAŠEVIČIUS,7889.12,,58827.0,,,,15337.13
Mindaugas RIMEIKIS,6412.92,,139172.0,,,,13762.08
Lionginas RADZEVIČIUS,8423.48,,266250.0,,,,16919.86
Steponas PUIPA,3444.84,,317868.0,,,,7301.16
Juozas PELIONIS,3131.0,,34154.0,,,,6969.0
Antanas MARTUSEVIČIUS,6434.1,,165514.0,,,,13564.89
Pranciškus MARKEVIČIUS,3367.39,,33080.0,,,,8000.7
Daiva LUKŠAITĖ,0.0,,0.0,,,,0.0
Vanda KIUDULIENĖ,5378.79,,80894.0,,,,11106.0
Algis KAŠĖTA,7402.68,,30000.0,,,,21638.32
Vitas KARČIAUSKAS,8504.82,,160088.0,,,,15205.48
Zita JUCHNELIENĖ,3656.83,,61343.0,,,,7875.63
Algirdas Aleksandras GEDRIMAS,4112.28,,81265.0,,,,12647.96
Eligijus DŽEŽULSKIS,1777.85,,38090.0,,,,5875.34
Albertas Julius DVILEVIČIUS,0.0,,0.0,,,,2040.0
Kazimieras DIRMEIKIS,3018.6,,102558.0,,,,6543.4
Vytautas DABRUKAS,6836.0,,269648.0,,,,12351.0
Eugenija BUKIENĖ,0.0,,6500.0,,,,8562.5
Vytautas BOGUŠIS,8869.32,,20800.0,,,,23398.68
Jolanta BOGDELIENĖ,1177.07,,0.0,,,,3914.55
Saulius BERULIS,7988.8,,122565.0,,,,78015.3
Evelina AVIŽIENIENĖ,356.52,,0.0,,,,1257.0
Vygandas ALEKSANDRAVIČIUS,1968.17,,20000.0,,,,7445.77
Rimantas VALATKA,24.85,,66233.0,,,,770.65
Vanda ZABULIONYTĖ,6984.56,,100000.0,,,,13938.94
Raisa MINČINAUSKIENĖ,6955.99,,91760.0,,,,13544.59
Milda LINKEVIČIENĖ,6188.0,,66395.0,,,,12374.77
Irena Nijolė VITKIENĖ,6001.5,,12040.0,,,,12996.7
Valerija BRAZIENĖ GITELMAN,427.68,,169860.0,,,,2074.92
Gražina DRĖMAITĖ,3945.64,,220756.0,,,,15541.13
Viktoras ADOLFAS,8853.59,,226768.0,,,,20330.16
Gema UMBRASIENĖ,9724.84,,58964.0,,,,14263.63
Birutė GRINBERGIENĖ,0.0,,84454.0,,,,5459.0
Gintaras DIDŽIOKAS,980.28,,596603.0,,,,262919.72
Janė NARVILIENĖ,3102.0,,168407.0,,,,6980.0
Kazimira Danutė PRUNSKIENĖ,7126.92,,607484.0,,,,20301.08
Darius NORKUS,0.0,,321536.0,,,,0.0
Edvardas Bronislovas KERŠYS,0.0,,0.0,,,,2340.52
Vytautas DALANGAUSKAS,3036.47,,47000.0,,,,10111.88
Juozapas BUTKUS,0.0,,4300.0,,,,1133.58
Jolanta STOŠKIENĖ,326.0,,147957.0,,,,2934.0
Nijolė RAGAUSKIENĖ,1602.6,,41278.0,,,,4519.14
Alvydas MIKELIONIS,9273.0,,375652.0,,,,17306.0
Ramūnas MAZURKEVIČIUS,8400.28,,46564.0,,,,19999.72
Vytautas MASIULIS,7136.0,,45632.0,,,,13864.0
Vytautas DUKNAUSKAS,7528.44,,502158.0,,,,14097.72
Kristina DARAŠKEVIČIENĖ,1019.54,,192000.0,,,,2476.36
Laima Liucija ANDRIKIENĖ,6716.52,,291518.0,,,,19571.74
Algirdas STATKEVIČIUS,0.0,,0.0,,,,3102.96
Donatas DAUKŠA,0.0,,74000.0,,,,1682.24
Arvydas NORKŪNAS,118.37,,88300.0,,,,2807.89
Artūras SATKAUSKAS,2131.09,,5000.0,,,,11283.13
Antanas ABAKAS,0.0,,49690.0,,,,0.0
Saulius ČEPAS,3896.0,,63027.0,,,,9104.0
Ramutis Valentinas ZDANAVIČIUS,0.0,,22500.0,,,,0.0
Kęstutis Vaclovas BARAVYKAS,33.68,,6482.0,,,,3157.05
Jonas VAIŠKŪNAS,1492.98,,16990.0,,,,5384.02
Lina BUKAUSKIENĖ,1169.13,,3000.0,,,,3459.88
Kęstutis MAZGELIS,2319.86,,44239.0,,,,5461.65
Valdas STRIUŽAS,1977.13,,48195.0,,,,8516.27
Valentinas ŠAPALAS,2680.92,,41661.0,,,,6444.84
Viačeslavas ANIKEJEVAS,1732.53,,9800.0,,,,4812.26
Alfonsas ŠKUDZINSKAS,9805.59,,47725.0,,,,18649.15
Zita DAUGINTYTĖ,0.0,,262349.0,,,,0.0
Vidmantas PIMPĖ,55.0,,15600.0,,,,382.0
Algimantas Arvydas Konstantinas DANIULAITIS,3338.28,,42906.0,,,,7719.72
Romualdas ŠIMANSKAS,0.0,,0.0,,,,0.0
Einaras KARGELIS,4983.0,,16000.0,,,,9942.0
Boleslovas MOMGAUDAS,0.0,,177200.0,,,,0.0
Reimundas VARAPICKAS,2694.0,,8700.0,,,,5966.0
Angelė AMBRAZAITĖ,3228.39,,0.0,,,,6918.0
Jonas VIŠČIUS,1766.0,,271660.0,,,,16424.0
Petras MONTRIMAS,4962.46,,113130.0,,,,11523.34
Jonas Rimantas KLIMAS,6381.0,,246000.0,,,,12965.0
Liudvikas PIPIRAS,0.0,,47394.0,,,,0.0
Robertas RAMANAUSKAS,1002.73,,12000.0,,,,3601.55
Virgilijus ŠIRONAS,0.0,,133282.0,,,,0.0
Virgilijus GUNTULIS,9725.2,,107850.0,,,,18709.2
Jonas MAČYS,8980.0,,184191.0,,,,55017.0
Audra USELIENĖ,4858.41,,34000.0,,,,11458.84
Alvydas BALEŽENTIS,11900.01,,18852.01,,,,25778.53
Vytautas RUBAVIČIUS,1446.84,,42737.0,,,,19926.0
Antanas VIRBALAS,1371.0,,161840.0,,,,10111.0
Vitas LEONAVIČIUS,1051.57,,53822.0,,,,4033.51
Vytautas EIDUKAITIS,0.0,,492475.0,,,,6123.84
Algis Povilas KASPERAVIČIUS,3277.04,,50810.0,,,,7199.52
Arūnas TRUKANAS,0.0,,321804.0,,,,0.0
Antanas Rimvydas TILINDIS,2384.28,,111773.0,,,,6078.12
Algirdas Augustinas INTAS,0.0,,86655.0,,,,6348.0
Jonas GELAŽIUS,0.0,,114500.0,,,,2760.4
Jonas MIKALAINIS,5466.92,,616912.0,,,,10942.76
Antanas STANCEVIČIUS,6566.05,,24697.0,,,,16627.95
Edmundas Regimundas STANCIKAS,7972.44,,796904.0,,,,279450.06
Rapolas Gediminas SAKALNIKAS,7401.99,,11229.0,,,,18994.56
Rimantas SMETONA,7126.92,,241303.0,,,,20301.08
Antanas TERLECKAS,824.76,,0.0,,,,7864.74
Leonard TALMONT,2879.0,,74115.0,,,,6296.0
Algis ŽĖKAS,1491.0,,134765.0,,,,9254.0
Jonas ŠČEPONIS,428.0,,333922.0,,,,2075.0
Jonas VALATKA,6982.0,,249526.0,,,,48585.0
Vladas ŽALNERAUSKAS,4141.0,,769762.0,,,,135613.39
Vladas VILIMAS,8489.03,,16800.0,,,,20206.35
Arvydas VIDŽIŪNAS,11193.12,,200370.0,,,,27529.88
Virgilijus ŽIBŪDA,35038.0,,61400.0,,,,5369.0
Kristina VANČIENĖ,6212.27,,3000.0,,,,12738.21
Algimantas VELIČKA,6892.0,,61125.0,,,,13517.0
Algimantas ŽEROLIS,532.22,,80000.0,,,,2508.34
Vytautas VYČINAS,497.55,,116937.0,,,,2061.97
Stasė ŽABIENĖ,2262.21,,6500.0,,,,5236.08
Jan ZACHAŽEVSKI,4241.88,,64399.0,,,,8718.12
Aleksandr TUGUŠI,7653.93,,50291.0,,,,18625.82
Liudmila TRUSKAUSKIENĖ,4042.04,,83100.0,,,,9490.57
Valentinas STUNDYS,7433.42,,33875.0,,,,14683.05
Vaclovas PAPINIGIS,4236.52,,66443.0,,,,8940.26
Nijolė KAZLAUSKIENĖ,2983.92,,1500.0,,,,10992.68
Alfonsas GEDGAUDAS,199.02,,189480.0,,,,4740.0
Gintautas BABRAVIČIUS,4013.0,,769617.0,,,,22687.0
Virginijus ŠMIGELSKAS,5348.68,,0.0,,,,13180.0
Gediminas RUDŽIONIS,3749.4,,110500.0,,,,7842.6
Eligijus RYŠKUS,7588.0,,53281.0,,,,14831.0
Jonas PURVANECKAS,4614.0,,164262.0,,,,9576.0
Gabriel Jan MINCEVIČ,6546.0,,134800.0,,,,21605.0
Danius LYGIS,15583.73,,202216.0,,,,30181.65
Vilhelmas KELIUOTIS,733.0,,26719.0,,,,2984.0
Valerij TRETJAKOV,764.0,,470623.0,,,,237600.0
Valdemar TOMAŠEVSKI,6244.55,,124400.0,,,,13811.09
Ilona PAŠKEVIČ,0.0,,176700.0,,,,0.0
Romas KALCAS,4121.76,,88050.0,,,,9646.11
Vacys RAMANAUSKAS,2692.0,,368695.0,,,,6047.0
Aleksander POPLAVSKI,1088.0,,243518.0,,,,3111.72
Viktoras Leonas PAKALNIS,738.38,,111511.0,,,,2211.62
Mykolas OKULIČ KAZARINAS,0.0,,93174.0,,,,0.0
Henrik JANKOVSKI,2458.0,,5181.0,,,,6073.0
Sofija DAUBARAITĖ,6546.24,,266396.0,,,,21854.76
Žilvinas CIBAS,1563.7,,88000.0,,,,4494.37
Anicet BRODAVSKI,0.0,,92700.0,,,,0.0
Tadeuš TUČKOVSKI,4231.41,,66512.0,,,,9886.8
Rimvydas Raimondas SURVILA,8172.36,,273995.0,,,,24002.64
Arvydas PEČIULIS,589.26,,152140.0,,,,2420.74
Zita OKUNEVIČIENĖ,4290.84,,29714.0,,,,8805.16
Viktoras MONGIRDAS,236.0,,228071.0,,,,3157.54
Dangutė MIKUTIENĖ,1732.65,,250215.0,,,,4095.46
Albertas MALAŠAUSKAS,2120.81,,84983.0,,,,6131.65
Vladislav JANKOVSKIJ,0.0,,34002.0,,,,0.0
Danutė ALEKSIŪNIENĖ,7708.0,,346498.0,,,,21333.0
Juozas MATULEVIČIUS,5470.6,,148239.0,,,,11355.66
Juozas Virmantas JURGAITIS,9059.0,,450936.0,,,,17415.0
Zita Marijona JUODEIKIENĖ,1294.2,,18202.0,,,,3477.8
Rimantas Jonas DAGYS,10888.2,,53972.0,,,,27834.8
Salomėja Vida VALATKEVIČIENĖ,0.0,,88332.0,,,,10601.3
Andrejus ŠTOMBERGAS,837.54,,119916.0,,,,48826.0
Rimvydas PAŠKAUSKAS,4507.0,,18206.0,,,,10163.0
Arūnas GRUŠECKAS,379.38,,7800.0,,,,2539.0
Klemensas Algimantas GAIŽAUSKAS,4241.16,,139034.0,,,,13070.01
Jonas ČEKUOLIS,3819.43,,88000.0,,,,78598.07
Ona ANTANAVIČIENĖ,3588.07,,15053.0,,,,8156.41
Romualdas Kęstutis ANCUTA,1071.12,,80995.0,,,,7795.71
Regina ŠALTINIENĖ,3099.0,,76778.0,,,,19757.0
Arvydas MIKUTIS,2895.6,,56152.0,,,,7338.4
Sigitas MASIULIONIS,6567.21,,105030.0,,,,22649.56
Albertas LINGĖ,4164.21,,69458.0,,,,9203.43
Steponas JANKELIŪNAS,12463.0,,209357.0,,,,114645.03
Regimantas BARAVYKAS,1840.5,,87416.0,,,,4559.5
Mindaugas ŠLEPŠEVIČIUS,2637.0,,37133.0,,,,5867.0
Arūnas STOŠKUS,8144.58,,86960.0,,,,36588.82
Saulius LAPĖNAS,0.0,,1031291.0,,,,0.0
Antanas Juozas KAZAKEVIČIUS,1608.48,,47346.0,,,,4036.52
Jonas BUČINSKAS,3351.53,,68516.0,,,,7184.76
Eugenijus MISIŪNAS,925.85,,94000.0,,,,2039.88
Jonas MATULEVIČIUS,3007.06,,51000.0,,,,7656.56
Juozas Kastantas KLIMAVIČIUS,4780.0,,149945.0,,,,13633.44
Stanislovas Algimantas JOKŪBĖNAS,2581.64,,83649.0,,,,6374.49
Arūnas JASIONIS,2975.6,,120684.0,,,,8987.88
Algimantas BELZUS,427.68,,335348.0,,,,29506.99
