kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Petras ČIMBARAS,,"89,80%",93,"86,27%",39,Magūnų  (Nr.22) apylinkė  
Valentinas STUNDYS,,"10,20%",9,"9,80%",6,Magūnų  (Nr.22) apylinkė  
Petras ČIMBARAS,,"49,03%",107,"48,29%",20,Videniškių  (Nr.22) apylinkė  
Valentinas STUNDYS,,"50,97%",104,"50,19%",28,Videniškių  (Nr.22) apylinkė  
Petras ČIMBARAS,,"57,38%",118,"56,67%",18,Suginčių  (Nr.21) apylinkė  
Valentinas STUNDYS,,"42,62%",80,"42,08%",21,Suginčių  (Nr.21) apylinkė  
Petras ČIMBARAS,,"50,86%",72,"50,28%",17,Skudutiškio  (Nr.20) apylinkė  
Valentinas STUNDYS,,"49,14%",45,"48,59%",41,Skudutiškio  (Nr.20) apylinkė  
Petras ČIMBARAS,,"40,43%",100,"39,58%",14,Naujasodžio  (Nr.19) apylinkė  
Valentinas STUNDYS,,"59,57%",137,"58,33%",31,Naujasodžio  (Nr.19) apylinkė  
Petras ČIMBARAS,,"75,35%",566,"72,97%",82,Kranto  (Nr.18) apylinkė  
Valentinas STUNDYS,,"24,65%",185,"23,87%",27,Kranto  (Nr.18) apylinkė  
Petras ČIMBARAS,,"50,30%",543,"48,36%",46,Liepų  (Nr.18) apylinkė  
Valentinas STUNDYS,,"49,70%",495,"47,78%",87,Liepų  (Nr.18) apylinkė  
Petras ČIMBARAS,,"51,21%",493,"49,82%",59,Siesarties  (Nr.17) apylinkė  
Valentinas STUNDYS,,"48,79%",465,"47,47%",61,Siesarties  (Nr.17) apylinkė  
Petras ČIMBARAS,,"75,74%",248,"73,39%",83,Pabradės  (Nr.17) apylinkė  
Valentinas STUNDYS,,"24,26%",67,"23,50%",39,Pabradės  (Nr.17) apylinkė  
Petras ČIMBARAS,,"45,15%",63,"44,50%",30,Mindūnų  (Nr.16) apylinkė  
Valentinas STUNDYS,,"54,85%",77,"54,07%",36,Mindūnų  (Nr.16) apylinkė  
Petras ČIMBARAS,,"50,86%",177,"50,00%",60,Luokesos  (Nr.15) apylinkė  
Valentinas STUNDYS,,"49,14%",171,"48,31%",58,Luokesos  (Nr.15) apylinkė  
Petras ČIMBARAS,,"56,39%",115,"55,65%",13,Levaniškių  (Nr.14) apylinkė  
Valentinas STUNDYS,,"43,61%",68,"43,04%",31,Levaniškių  (Nr.14) apylinkė  
Petras ČIMBARAS,,"68,91%",63,"67,77%",19,Miežonių  (Nr.13) apylinkė  
Valentinas STUNDYS,,"31,09%",30,"30,58%",7,Miežonių  (Nr.13) apylinkė  
Petras ČIMBARAS,,"75,25%",203,"72,61%",25,Joniškio  (Nr.12) apylinkė  
Valentinas STUNDYS,,"24,75%",52,"23,89%",23,Joniškio  (Nr.12) apylinkė  
Petras ČIMBARAS,,"55,00%",126,"53,40%",39,Inturkės  (Nr.11) apylinkė  
Valentinas STUNDYS,,"45,00%",85,"43,69%",50,Inturkės  (Nr.11) apylinkė  
Petras ČIMBARAS,,"43,33%",19,"42,86%",20,Girsteitiškio  (Nr.10) apylinkė  
Valentinas STUNDYS,,"56,67%",32,"56,04%",19,Girsteitiškio  (Nr.10) apylinkė  
Petras ČIMBARAS,,"51,75%",128,"50,00%",35,Giedraičių  (Nr.9) apylinkė  
Valentinas STUNDYS,,"48,25%",119,"46,63%",33,Giedraičių  (Nr.9) apylinkė  
Petras ČIMBARAS,,"48,02%",84,"47,19%",25,Dubingių  (Nr.8) apylinkė  
Valentinas STUNDYS,,"51,98%",85,"51,08%",33,Dubingių  (Nr.8) apylinkė  
Petras ČIMBARAS,,"60,00%",50,"58,41%",16,Dapkūniškių  (Nr.7) apylinkė  
Valentinas STUNDYS,,"40,00%",29,"38,94%",15,Dapkūniškių  (Nr.7) apylinkė  
Petras ČIMBARAS,,"45,29%",125,"43,06%",24,Čiulėnų  (Nr.6) apylinkė  
Valentinas STUNDYS,,"54,71%",119,"52,02%",61,Čiulėnų  (Nr.6) apylinkė  
Petras ČIMBARAS,,"66,46%",83,"64,85%",24,Bijutiškio  (Nr.5) apylinkė  
Valentinas STUNDYS,,"33,54%",43,"32,73%",11,Bijutiškio  (Nr.5) apylinkė  
Petras ČIMBARAS,,"47,01%",39,"45,08%",16,Bekupės  (Nr.4) apylinkė  
Valentinas STUNDYS,,"52,99%",38,"50,82%",24,Bekupės  (Nr.4) apylinkė  
Petras ČIMBARAS,,"69,33%",71,"66,08%",42,Labanoro  (Nr.4) apylinkė  
Valentinas STUNDYS,,"30,67%",27,"29,24%",23,Labanoro  (Nr.4) apylinkė  
Petras ČIMBARAS,,"65,98%",106,"62,65%",55,Kaltanėnų  (Nr.3) apylinkė  
Valentinas STUNDYS,,"34,02%",42,"32,30%",41,Kaltanėnų  (Nr.3) apylinkė  
Petras ČIMBARAS,,"48,64%",80,"47,35%",27,Balninkų  (Nr.3) apylinkė  
Valentinas STUNDYS,,"51,36%",77,"50,00%",36,Balninkų  (Nr.3) apylinkė  
Petras ČIMBARAS,,"64,26%",460,"60,47%",83,Ateities  (Nr.2) apylinkė  
Valentinas STUNDYS,,"35,74%",245,"33,63%",57,Ateities  (Nr.2) apylinkė  
Petras ČIMBARAS,,"66,09%",77,"65,34%",38,Žalvarių  (Nr.2) apylinkė  
Valentinas STUNDYS,,"33,91%",36,"33,52%",23,Žalvarių  (Nr.2) apylinkė  
Petras ČIMBARAS,,"57,30%",351,"55,44%",77,Švenčionėlių  (Nr.1) apylinkė  
Valentinas STUNDYS,,"42,70%",278,"41,32%",41,Švenčionėlių  (Nr.1) apylinkė  
Petras ČIMBARAS,,"61,30%",163,"59,45%",73,Alantos  (Nr.1) apylinkė  
Valentinas STUNDYS,,"38,70%",102,"37,53%",47,Alantos  (Nr.1) apylinkė  
Rita TAMAŠUNIENĖ,,"62,24%",263,"51,52%",42,Bukiškio  (Nr.53) apylinkė  
Živilė PINSKUVIENĖ,,"37,76%",178,"31,25%",7,Bukiškio  (Nr.53) apylinkė  
Rita TAMAŠUNIENĖ,,"74,56%",164,"72,79%",50,Veriškių  (Nr.46) apylinkė  
Živilė PINSKUVIENĖ,,"25,44%",66,"24,83%",7,Veriškių  (Nr.46) apylinkė  
Rita TAMAŠUNIENĖ,,"79,40%",557,"73,78%",110,Sudervės  (Nr.44) apylinkė  
Živilė PINSKUVIENĖ,,"20,60%",159,"19,14%",14,Sudervės  (Nr.44) apylinkė  
Rita TAMAŠUNIENĖ,,"75,56%",301,"69,83%",141,Pikeliškių  (Nr.37) apylinkė  
Živilė PINSKUVIENĖ,,"24,44%",115,"22,59%",28,Pikeliškių  (Nr.37) apylinkė  
Rita TAMAŠUNIENĖ,,"61,26%",480,"51,20%",94,Didžiosios Riešės  (Nr.36) apylinkė  
Živilė PINSKUVIENĖ,,"38,74%",340,"32,38%",23,Didžiosios Riešės  (Nr.36) apylinkė  
Rita TAMAŠUNIENĖ,,"86,10%",142,"84,15%",81,Visalaukės  (Nr.35) apylinkė  
Živilė PINSKUVIENĖ,,"13,90%",25,"13,58%",11,Visalaukės  (Nr.35) apylinkė  
Rita TAMAŠUNIENĖ,,"67,36%",147,"65,54%",47,Glitiškių  (Nr.34) apylinkė  
Živilė PINSKUVIENĖ,,"32,64%",77,"31,76%",17,Glitiškių  (Nr.34) apylinkė  
Rita TAMAŠUNIENĖ,,"69,83%",356,"68,38%",137,Paberžės  (Nr.33) apylinkė  
Živilė PINSKUVIENĖ,,"30,17%",179,"29,54%",34,Paberžės  (Nr.33) apylinkė  
Rita TAMAŠUNIENĖ,,"83,11%",164,"82,30%",87,Eitminiškių  (Nr.32) apylinkė  
Živilė PINSKUVIENĖ,,"16,89%",41,"16,72%",10,Eitminiškių  (Nr.32) apylinkė  
Rita TAMAŠUNIENĖ,,"73,48%",124,"72,12%",70,Rudausių  (Nr.30) apylinkė  
Živilė PINSKUVIENĖ,,"26,52%",54,"26,02%",16,Rudausių  (Nr.30) apylinkė  
Rita TAMAŠUNIENĖ,,"16,85%",9,"14,29%",6,Kielių  (Nr.24) apylinkė  
Živilė PINSKUVIENĖ,,"83,15%",47,"70,48%",27,Kielių  (Nr.24) apylinkė  
Rita TAMAŠUNIENĖ,,"9,52%",3,"9,30%",1,Viesų  (Nr.23) apylinkė  
Živilė PINSKUVIENĖ,,"90,48%",24,"88,37%",14,Viesų  (Nr.23) apylinkė  
Rita TAMAŠUNIENĖ,,"18,49%",8,"15,71%",14,Šešuolėlių  (Nr.22) apylinkė  
Živilė PINSKUVIENĖ,,"81,51%",52,"69,29%",45,Šešuolėlių  (Nr.22) apylinkė  
Rita TAMAŠUNIENĖ,,"34,33%",18,"32,39%",5,Kiauklių  (Nr.21) apylinkė  
Živilė PINSKUVIENĖ,,"65,67%",34,"61,97%",10,Kiauklių  (Nr.21) apylinkė  
Rita TAMAŠUNIENĖ,,"80,65%",222,"76,61%",99,Karvio  (Nr.21) apylinkė  
Živilė PINSKUVIENĖ,,"19,35%",69,"18,38%",8,Karvio  (Nr.21) apylinkė  
Rita TAMAŠUNIENĖ,,"76,99%",537,"74,46%",122,Maišiagalos  (Nr.20) apylinkė  
Živilė PINSKUVIENĖ,,"23,01%",178,"22,26%",19,Maišiagalos  (Nr.20) apylinkė  
Rita TAMAŠUNIENĖ,,"27,27%",22,"24,44%",11,Anciūnų  (Nr.20) apylinkė  
Živilė PINSKUVIENĖ,,"72,73%",70,"65,19%",18,Anciūnų  (Nr.20) apylinkė  
Rita TAMAŠUNIENĖ,,"26,42%",41,"23,83%",10,Širvintų kaimiškoji  (Nr.19) apylinkė  
Živilė PINSKUVIENĖ,,"73,58%",109,"66,36%",33,Širvintų kaimiškoji  (Nr.19) apylinkė  
Rita TAMAŠUNIENĖ,,"14,29%",11,"13,04%",1,Motiejūnų  (Nr.18) apylinkė  
Živilė PINSKUVIENĖ,,"85,71%",59,"78,26%",13,Motiejūnų  (Nr.18) apylinkė  
Rita TAMAŠUNIENĖ,,"27,16%",14,"23,40%",8,Družų  (Nr.17) apylinkė  
Živilė PINSKUVIENĖ,,"72,84%",28,"62,77%",31,Družų  (Nr.17) apylinkė  
Rita TAMAŠUNIENĖ,,"16,95%",4,"14,71%",6,Alekniškio  (Nr.16) apylinkė  
Živilė PINSKUVIENĖ,,"83,05%",36,"72,06%",13,Alekniškio  (Nr.16) apylinkė  
Rita TAMAŠUNIENĖ,,"26,09%",21,"24,74%",3,Vileikiškių  (Nr.15) apylinkė  
Živilė PINSKUVIENĖ,,"73,91%",62,"70,10%",6,Vileikiškių  (Nr.15) apylinkė  
Rita TAMAŠUNIENĖ,,"13,13%",18,"11,45%",8,Musninkų  (Nr.14) apylinkė  
Živilė PINSKUVIENĖ,,"86,87%",131,"75,77%",41,Musninkų  (Nr.14) apylinkė  
Rita TAMAŠUNIENĖ,,"82,13%",253,"80,00%",87,Geisiškių  (Nr.14) apylinkė  
Živilė PINSKUVIENĖ,,"17,87%",60,"17,41%",14,Geisiškių  (Nr.14) apylinkė  
Rita TAMAŠUNIENĖ,,"27,16%",18,"20,75%",4,Kernavės  (Nr.13) apylinkė  
Živilė PINSKUVIENĖ,,"72,84%",47,"55,66%",12,Kernavės  (Nr.13) apylinkė  
Rita TAMAŠUNIENĖ,,"81,80%",309,"78,60%",73,Dūkštų  (Nr.13) apylinkė  
Živilė PINSKUVIENĖ,,"18,20%",76,"17,49%",9,Dūkštų  (Nr.13) apylinkė  
Rita TAMAŠUNIENĖ,,"72,80%",128,"69,85%",62,Medžiukų  (Nr.12) apylinkė  
Živilė PINSKUVIENĖ,,"27,20%",51,"26,10%",20,Medžiukų  (Nr.12) apylinkė  
Rita TAMAŠUNIENĖ,,"60,92%",73,"56,08%",33,Šiaulių  (Nr.11) apylinkė  
Živilė PINSKUVIENĖ,,"39,08%",51,"35,98%",17,Šiaulių  (Nr.11) apylinkė  
Rita TAMAŠUNIENĖ,,"32,59%",32,"30,99%",12,Bartkuškio  (Nr.10) apylinkė  
Živilė PINSKUVIENĖ,,"67,41%",70,"64,08%",21,Bartkuškio  (Nr.10) apylinkė  
Rita TAMAŠUNIENĖ,,"24,04%",14,"21,55%",11,Liukonių  (Nr.9) apylinkė  
Živilė PINSKUVIENĖ,,"75,96%",46,"68,10%",33,Liukonių  (Nr.9) apylinkė  
Rita TAMAŠUNIENĖ,,"22,22%",19,"17,33%",7,Gelvonų  (Nr.8) apylinkė  
Živilė PINSKUVIENĖ,,"77,78%",64,"60,67%",27,Gelvonų  (Nr.8) apylinkė  
Rita TAMAŠUNIENĖ,,"22,00%",16,"18,64%",6,Bagaslaviškio  (Nr.7) apylinkė  
Živilė PINSKUVIENĖ,,"78,00%",51,"66,10%",27,Bagaslaviškio  (Nr.7) apylinkė  
Rita TAMAŠUNIENĖ,,"33,71%",25,"30,93%",5,Virvyčių  (Nr.6) apylinkė  
Živilė PINSKUVIENĖ,,"66,29%",44,"60,82%",15,Virvyčių  (Nr.6) apylinkė  
Rita TAMAŠUNIENĖ,,"79,27%",247,"75,93%",59,Čekoniškių  (Nr.6) apylinkė  
Živilė PINSKUVIENĖ,,"20,73%",74,"19,85%",6,Čekoniškių  (Nr.6) apylinkė  
Rita TAMAŠUNIENĖ,,"30,47%",28,"25,83%",11,Čiobiškio  (Nr.5) apylinkė  
Živilė PINSKUVIENĖ,,"69,53%",70,"58,94%",19,Čiobiškio  (Nr.5) apylinkė  
Rita TAMAŠUNIENĖ,,"81,40%",148,"78,36%",62,Platiniškių  (Nr.5) apylinkė  
Živilė PINSKUVIENĖ,,"18,60%",41,"17,91%",7,Platiniškių  (Nr.5) apylinkė  
Rita TAMAŠUNIENĖ,,"60,57%",625,"50,83%",77,Buivydiškių  (Nr.4) apylinkė  
Živilė PINSKUVIENĖ,,"39,43%",433,"33,09%",24,Buivydiškių  (Nr.4) apylinkė  
Rita TAMAŠUNIENĖ,,"26,21%",26,"25,68%",12,Alionių  (Nr.4) apylinkė  
Živilė PINSKUVIENĖ,,"73,79%",79,"72,30%",28,Alionių  (Nr.4) apylinkė  
Rita TAMAŠUNIENĖ,,"88,94%",434,"87,13%",121,Buivydžių  (Nr.3) apylinkė  
Živilė PINSKUVIENĖ,,"11,06%",59,"10,83%",10,Buivydžių  (Nr.3) apylinkė  
Rita TAMAŠUNIENĖ,,"21,67%",21,"18,98%",5,Juodiškių  (Nr.3) apylinkė  
Živilė PINSKUVIENĖ,,"78,33%",74,"68,61%",20,Juodiškių  (Nr.3) apylinkė  
Rita TAMAŠUNIENĖ,,"30,49%",228,"26,05%",76,I.Šeiniaus  (Nr.2) apylinkė  
Živilė PINSKUVIENĖ,,"69,51%",568,"59,38%",125,I.Šeiniaus  (Nr.2) apylinkė  
Rita TAMAŠUNIENĖ,,"50,96%",199,"40,47%",41,Riešės  (Nr.2) apylinkė  
Živilė PINSKUVIENĖ,,"49,04%",208,"38,95%",23,Riešės  (Nr.2) apylinkė  
Rita TAMAŠUNIENĖ,,"64,68%",423,"57,84%",75,Avižienių  (Nr.1) apylinkė  
Živilė PINSKUVIENĖ,,"35,32%",252,"31,59%",20,Avižienių  (Nr.1) apylinkė  
Rita TAMAŠUNIENĖ,,"27,29%",138,"23,49%",41,Širvintų m.  (Nr.1) apylinkė  
Živilė PINSKUVIENĖ,,"72,71%",398,"62,60%",79,Širvintų m.  (Nr.1) apylinkė  
Jaroslav NARKEVIČ,,"31,19%",213,"26,42%",10,Melioratorių  (Nr.50) apylinkė  
Mingailė BINKAUSKAITĖ,,"68,81%",475,"58,29%",17,Melioratorių  (Nr.50) apylinkė  
Jaroslav NARKEVIČ,,"75,51%",494,"71,31%",172,Juodšilių  (Nr.49) apylinkė  
Mingailė BINKAUSKAITĖ,,"24,49%",196,"23,13%",20,Juodšilių  (Nr.49) apylinkė  
Jaroslav NARKEVIČ,,"83,46%",136,"81,85%",76,Mažųjų Lygainių  (Nr.48) apylinkė  
Mingailė BINKAUSKAITĖ,,"16,54%",31,"16,22%",11,Mažųjų Lygainių  (Nr.48) apylinkė  
Jaroslav NARKEVIČ,,"41,25%",148,"35,51%",10,Kilimų  (Nr.44) apylinkė  
Mingailė BINKAUSKAITĖ,,"58,75%",210,"50,56%",15,Kilimų  (Nr.44) apylinkė  
Jaroslav NARKEVIČ,,"47,51%",235,"43,55%",42,Lauko  (Nr.43) apylinkė  
Mingailė BINKAUSKAITĖ,,"52,49%",275,"48,11%",31,Lauko  (Nr.43) apylinkė  
Jaroslav NARKEVIČ,,"60,50%",310,"58,36%",53,Valčiūnų  (Nr.40) apylinkė  
Mingailė BINKAUSKAITĖ,,"39,50%",220,"38,10%",17,Valčiūnų  (Nr.40) apylinkė  
Jaroslav NARKEVIČ,,"48,15%",134,"45,61%",22,Kalviškių  (Nr.39) apylinkė  
Mingailė BINKAUSKAITĖ,,"51,85%",161,"49,12%",7,Kalviškių  (Nr.39) apylinkė  
Jaroslav NARKEVIČ,,"59,54%",719,"56,52%",105,Rudaminos  (Nr.38) apylinkė  
Mingailė BINKAUSKAITĖ,,"40,46%",521,"38,41%",39,Rudaminos  (Nr.38) apylinkė  
Jaroslav NARKEVIČ,,"71,97%",81,"68,07%",32,Šventininkų  (Nr.32) apylinkė  
Mingailė BINKAUSKAITĖ,,"28,03%",39,"26,51%",5,Šventininkų  (Nr.32) apylinkė  
Jaroslav NARKEVIČ,,"83,46%",68,"77,94%",38,Senojo Tarpupio  (Nr.30) apylinkė  
Mingailė BINKAUSKAITĖ,,"16,54%",17,"15,44%",4,Senojo Tarpupio  (Nr.30) apylinkė  
Jaroslav NARKEVIČ,,"53,69%",446,"49,68%",27,Skaidiškių  (Nr.28) apylinkė  
Mingailė BINKAUSKAITĖ,,"46,31%",393,"42,86%",15,Skaidiškių  (Nr.28) apylinkė  
Jaroslav NARKEVIČ,,"59,38%",453,"56,42%",123,Nemėžio  (Nr.27) apylinkė  
Mingailė BINKAUSKAITĖ,,"40,62%",354,"38,59%",40,Nemėžio  (Nr.27) apylinkė  
Jaroslav NARKEVIČ,,"78,06%",207,"76,57%",74,Parudaminio  (Nr.23) apylinkė  
Mingailė BINKAUSKAITĖ,,"21,94%",61,"21,53%",18,Parudaminio  (Nr.23) apylinkė  
Jaroslav NARKEVIČ,,"70,22%",275,"67,29%",48,Marijampolio  (Nr.22) apylinkė  
Mingailė BINKAUSKAITĖ,,"29,78%",127,"28,54%",10,Marijampolio  (Nr.22) apylinkė  
Jaroslav NARKEVIČ,,"70,15%",278,"68,99%",98,Kyviškių  (Nr.12) apylinkė  
Mingailė BINKAUSKAITĖ,,"29,85%",147,"29,36%",13,Kyviškių  (Nr.12) apylinkė  
Jaroslav NARKEVIČ,,"69,81%",337,"68,54%",77,Grigaičių  (Nr.11) apylinkė  
Mingailė BINKAUSKAITĖ,,"30,19%",167,"29,64%",12,Grigaičių  (Nr.11) apylinkė  
Jaroslav NARKEVIČ,,"78,27%",183,"77,20%",98,Keturiasdešimties Totorių  (Nr.10) apylinkė  
Mingailė BINKAUSKAITĖ,,"21,73%",65,"21,43%",13,Keturiasdešimties Totorių  (Nr.10) apylinkė  
Jaroslav NARKEVIČ,,"41,03%",360,"37,04%",40,Pagirių  (Nr.9) apylinkė  
Mingailė BINKAUSKAITĖ,,"58,97%",544,"53,24%",31,Pagirių  (Nr.9) apylinkė  
Jaroslav NARKEVIČ,,"51,42%",175,"48,66%",24,Baltosios Vokės  (Nr.8) apylinkė  
Mingailė BINKAUSKAITĖ,,"48,58%",176,"45,97%",12,Baltosios Vokės  (Nr.8) apylinkė  
Jaroslav NARKEVIČ,,"34,29%",170,"30,40%",34,Klevų  (Nr.2) apylinkė  
Mingailė BINKAUSKAITĖ,,"65,71%",355,"58,27%",36,Klevų  (Nr.2) apylinkė  
Jaroslav NARKEVIČ,,"40,76%",266,"37,63%",23,Lentvario  (Nr.1) apylinkė  
Mingailė BINKAUSKAITĖ,,"59,24%",380,"54,69%",40,Lentvario  (Nr.1) apylinkė  
Dangutė MIKUTIENĖ,,"41,46%",400,"39,20%",59,Birutės  (Nr.41) apylinkė  
Jonas LIESYS,,"58,54%",537,"55,34%",111,Birutės  (Nr.41) apylinkė  
Dangutė MIKUTIENĖ,,"40,24%",33,"39,05%",33,Salkininkų  (Nr.40) apylinkė  
Jonas LIESYS,,"59,76%",75,"57,99%",23,Salkininkų  (Nr.40) apylinkė  
Dangutė MIKUTIENĖ,,"43,94%",56,"40,85%",2,Jovariškių  (Nr.35) apylinkė  
Jonas LIESYS,,"56,06%",67,"52,11%",7,Jovariškių  (Nr.35) apylinkė  
Dangutė MIKUTIENĖ,,"39,47%",68,"38,75%",37,Žaizdrių  (Nr.34) apylinkė  
Jonas LIESYS,,"60,53%",133,"59,41%",28,Žaizdrių  (Nr.34) apylinkė  
Dangutė MIKUTIENĖ,,"60,34%",106,"59,34%",37,Bražuolės  (Nr.33) apylinkė  
Jonas LIESYS,,"39,66%",76,"39,00%",18,Bražuolės  (Nr.33) apylinkė  
Dangutė MIKUTIENĖ,,"46,39%",218,"44,39%",39,Senųjų Trakų  (Nr.31) apylinkė  
Jonas LIESYS,,"53,61%",243,"51,30%",54,Senųjų Trakų  (Nr.31) apylinkė  
Dangutė MIKUTIENĖ,,"69,62%",583,"68,05%",22,Šviesos  (Nr.27) apylinkė  
Jonas LIESYS,,"30,38%",253,"29,70%",11,Šviesos  (Nr.27) apylinkė  
Dangutė MIKUTIENĖ,,"39,49%",44,"38,99%",18,Bijūnų  (Nr.27) apylinkė  
Jonas LIESYS,,"60,51%",75,"59,75%",20,Bijūnų  (Nr.27) apylinkė  
Dangutė MIKUTIENĖ,,"63,88%",541,"61,26%",25,Kunigiškių  (Nr.26) apylinkė  
Jonas LIESYS,,"36,12%",310,"34,63%",10,Kunigiškių  (Nr.26) apylinkė  
Dangutė MIKUTIENĖ,,"45,26%",111,"43,53%",37,Paluknio  (Nr.25) apylinkė  
Jonas LIESYS,,"54,74%",141,"52,65%",38,Paluknio  (Nr.25) apylinkė  
Dangutė MIKUTIENĖ,,"57,79%",426,"54,76%",34,Kauno Vokės  (Nr.25) apylinkė  
Jonas LIESYS,,"42,21%",320,"40,00%",16,Kauno Vokės  (Nr.25) apylinkė  
Dangutė MIKUTIENĖ,,"49,26%",40,"48,55%",27,Vaickūniškių  (Nr.24) apylinkė  
Jonas LIESYS,,"50,74%",40,"50,00%",29,Vaickūniškių  (Nr.24) apylinkė  
Dangutė MIKUTIENĖ,,"47,23%",136,"45,48%",60,Onuškio  (Nr.23) apylinkė  
Jonas LIESYS,,"52,77%",165,"50,81%",54,Onuškio  (Nr.23) apylinkė  
Dangutė MIKUTIENĖ,,"42,63%",61,"41,54%",20,Dusmenų  (Nr.22) apylinkė  
Jonas LIESYS,,"57,37%",71,"55,90%",38,Dusmenų  (Nr.22) apylinkė  
