kandidatas,mokesciai,gautos_paskolos,turtas,suteiktos_paskolos,gryni_pinigai,vertybiniai_popieriai,gautos_pajamos
Marija    SKIBINIAUSKIENĖ,20294.00,0.0,349712.0,0.0,758845.0,9980.0,91431.56
Eugenijus    MALINAUSKAS,173.00,0.0,89078.0,0.0,6000.0,0.0,1153.02
Konstantinas    PESENKA,0.00,493636.0,168800.0,0.0,41261.0,68408.0,195565.67
Algirdas    BALČYTIS,37826.00,50000.0,515750.0,0.0,382000.0,721618.0,184114.47
Arvydas    ALEKNA,0.00,11800.0,395000.0,0.0,55000.0,0.0,19516.25
Arūnas    VAIDOGAS,12517.00,67851.0,85681.0,0.0,67172.0,800.0,50954.85
Juozas Vytas    JACEVIČIUS,3208.00,0.0,264494.0,0.0,91590.0,2500.0,31338.09
Anatolijus    KOROLKOVAS,11840.00,71202.0,376631.0,0.0,90199.0,0.0,324693.19
Raimundas    MARKAUSKAS,7097.00,0.0,25000.0,0.0,145000.0,10000.0,30507.49
Vytautas    JANULIS,16747.00,0.0,40000.0,0.0,87000.0,0.0,66058.52
Aidas    VAIŠNORA,25032.00,53708.0,142000.0,0.0,29351.0,0.0,159283.19
Gintautas    KNIUKŠTA,12427.00,59127.0,213700.0,0.0,10000.0,0.0,53941.82
Aloyzas    JURDONAS,21396.00,377094.0,1148862.0,109000.0,38000.0,730800.0,111529.14
Romualdas    PATALAVIČIUS,14489.00,600000.0,1471010.0,0.0,322620.0,0.0,56872.00
Algimantas Valentinas    INDRIŪNAS,0.00,0.0,174391.0,0.0,41299.0,0.0,24482.87
Rimas    ŽELVYS,405.00,18535.0,171439.0,291050.0,31080.0,208600.0,7395.73
Rita    NAUDUŽIENĖ,6761.00,40000.0,530000.0,0.0,20000.0,0.0,28882.28
Edmundas Zenonas    MALŪKAS,13210.00,22150.0,624494.0,0.0,264416.0,0.0,74542.54
Artūras    ORLAUSKAS,4678.00,0.0,521600.0,21600.0,251652.0,0.0,21624.63
Jonas    ŠČEPONIS,12478.00,0.0,24247.0,0.0,50000.0,3700.0,50056.38
Albinas Antanas    ANUŽIS,5951.00,12000.0,909500.0,0.0,30000.0,4000.0,26073.14
Arūnas    KARLONAS,19394.00,1053053.0,830333.0,100000.0,180910.0,125030.0,123016.30
Konstantinas Romualdas    DOBROVOLSKIS,12278.00,0.0,107275.0,150000.0,60434.0,10000.0,63091.10
Visvaldas    MATKEVIČIUS,22418.00,164503.0,101243.0,0.0,164729.0,0.0,91458.90
Juozas    TUMOSAS,9638.00,0.0,29968.0,0.0,18947.0,0.0,39536.00
Vytautas    VAITKEVIČIUS,17252.00,0.0,29209.0,0.0,7500.0,0.0,67739.18
Daina    BILEVIČIŪTĖ,20746.00,72715.0,1410000.0,0.0,0.0,0.0,2135513.25
Dania    DOBILIENĖ,6685.00,0.0,185560.0,0.0,175169.0,21000.0,28600.70
Jonas    SEMSĖ,25650.00,0.0,92921.0,100577.0,13000.0,119654.0,131639.91
Dainius    PAVALKIS,22718.00,248919.0,794000.0,0.0,67257.0,80501.0,88106.65
Aurimas    TRUNCĖ,14384.00,253184.0,76500.0,0.0,61000.0,0.0,84063.33
Gintautas    ŠIVICKAS,13974.00,1360373.0,1087391.0,396500.0,45187.0,407500.0,204588.23
Valerij    TRETJAKOV,5505.00,23685.0,375121.0,0.0,150000.0,69000.0,99228.18
Darius    ULICKAS,18128.00,0.0,148266.0,0.0,160000.0,7762.0,73390.98
Vytautas    VIGELIS,15835.00,0.0,104797.0,0.0,179000.0,0.0,122760.72
Gražina    BAIKŠTYTĖ,2096.00,0.0,320000.0,0.0,0.0,0.0,13971.78
Marius    ULOZAS,306.00,72000.0,400000.0,0.0,57811.0,0.0,71466.86
Raimundas    PALIUKAS,18130.00,0.0,713000.0,0.0,400000.0,0.0,254367.19
Edvardas    GALVANAUSKAS,30307.00,975085.0,1274772.0,45000.0,1003779.0,517000.0,116281.05
Henrikas Giedrius    VAITIEKŪNAS,16518.00,7000.0,185000.0,0.0,10000.0,0.0,103600.64
Alma    JAVTOKIENĖ,10121.00,0.0,19300.0,0.0,130000.0,33103.0,45161.85
Alvydas    RAMANAUSKAS,15422.00,17911.0,36600.0,0.0,10658.0,0.0,60959.03
Valerijus    SIMULIK,16169.00,63791.0,136000.0,0.0,93470.0,0.0,127339.50
Vaidas    PLIUSNIS,19505.00,120000.0,696975.0,0.0,1478191.0,7000.0,138291.23
Alvydas    SADECKAS,2224685.00,0.0,457205.0,0.0,424738.0,324685.0,911312.00
Vaclovas    KARBAUSKIS,13834.00,978942.0,1805600.0,0.0,354816.0,178819.0,123924.48
Nijolė    STEIBLIENĖ,14146.00,0.0,25900.0,0.0,46049.0,0.0,56230.15
Algirdas    MONKEVIČIUS,14612.00,477948.0,306461.0,0.0,3500.0,70000.0,57960.00
Artūras    PAULAUSKAS,15225.00,0.0,173793.0,0.0,335427.0,256800.0,79512.56
Evaldas Romualdas    JODKONIS,10858.00,309742.0,791729.0,0.0,275000.0,4000.0,258114.73
Hendrikas    JAKIMAVIČIUS,1118.00,0.0,68000.0,0.0,40000.0,0.0,7979.27
Jonas    RABAČIUS,0.00,0.0,129500.0,0.0,35420.0,0.0,53831.29
Vytautas    PAKOLKA,1204.00,0.0,55876.0,0.0,9273.0,14411.0,8029.35
Vida    GUDAITIENĖ,6430.00,0.0,78000.0,0.0,15000.0,0.0,31263.87
Raimondas    GRINEVIČIUS,3869.00,3000.0,33000.0,0.0,21000.0,17200.0,18522.34
Antanas    DAMBINSKAS,704.00,12000.0,6000.0,0.0,1000.0,0.0,6246.55
Žydrė    NUTAUTIENĖ,11942.00,30000.0,500000.0,0.0,0.0,0.0,48450.67
Juozas    PLATŪKIS,0.00,0.0,292500.0,0.0,12451.0,0.0,0.00
Julija    ZAMAUSKIENĖ,2352.00,0.0,111163.0,0.0,100000.0,110200.0,12519.47
Elena Danutė    ANTANAVIČIENĖ,0.00,0.0,1000.0,0.0,13158.0,0.0,414.56
Česlovas    BANEVIČIUS,9680.00,0.0,258000.0,0.0,49636.0,0.0,39693.19
Gintaris    STOŠKUS,0.00,0.0,175719.0,0.0,109000.0,0.0,7680.00
Janina    PLIUŠKEVIČIENĖ,0.00,5000.0,310000.0,0.0,4500.0,0.0,0.00
Silva    DAUGIENĖ,4567.00,48918.0,0.0,0.0,10000.0,0.0,21285.18
Gražina    SUKURIENĖ,5881.00,0.0,284900.0,0.0,34000.0,0.0,25814.50
Stanislavas    ČERNECKAS,14827.00,48430.0,28400.0,353000.0,5966.0,102080.0,58945.81
Aldona    PIVORIENĖ,404.00,2600.0,0.0,0.0,0.0,0.0,3890.68
Alfonsas    BUBĖNAS,8719.00,0.0,259461.0,0.0,18500.0,1920.0,36024.82
Juozapas    BUTKUS,0.00,0.0,18500.0,0.0,0.0,0.0,6422.00
Angelė    KĖDAITIENĖ,9905.00,0.0,451000.0,0.0,20000.0,10000.0,43021.56
Rimantas    DABULIS,16584.00,135980.0,491541.0,0.0,7563.0,28846.0,71614.84
Justinas Jonas    VOSKA,3711.00,0.0,455000.0,0.0,5000.0,0.0,15345.01
Adolfas    SKALIŠIUS,9794.00,0.0,10305.0,0.0,20000.0,0.0,41693.12
Alfonsas    BERENIS,1155.00,0.0,508871.0,0.0,108267.0,0.0,100182.22
Marija    KALADIENĖ,0.00,0.0,334000.0,0.0,447103.0,93256.0,412989.72
Antanas    DAMULIS,10628.00,9500.0,299600.0,0.0,48000.0,24900.0,43525.54
Edmundas    VALANTIEJUS,4686.00,0.0,986561.0,0.0,223139.0,400000.0,21580.55
Kastytis    BRAZIULIS,9599.00,186527.0,269000.0,0.0,5447.0,0.0,43186.13
Irena Ona    RUKŠNAITIENĖ,0.00,0.0,108118.0,0.0,20000.0,0.0,262.91
Juozas    IVANAUSKAS,3333.00,0.0,800000.0,0.0,118584.0,0.0,34266.52
Romualdas    VASILIAUSKAS,19020.00,0.0,114370.0,0.0,112122.0,2690971.0,74283.34
Jonas    ČIULEVIČIUS,14241.00,0.0,72000.0,0.0,111000.0,0.0,60371.29
Vytautas Jurgis    KADŽYS,0.00,0.0,236840.0,0.0,3000.0,0.0,0.00
Algimantas    MATULEVIČIUS,17710.00,854000.0,903590.0,350000.0,192540.0,37750.0,69434.07
Vanda    KRAVČIONOK,9237.00,0.0,0.0,0.0,0.0,5000.0,39740.69
Leonard    TALMONT,16370.00,87754.0,52115.0,0.0,80000.0,0.0,64471.04
Marija    REKST,19101.00,0.0,120000.0,0.0,50000.0,0.0,74582.17
Jaroslav    NARKEVIČ,19574.00,0.0,60000.0,0.0,141617.0,300.0,78568.41
Artur    LIUDKOVSKI,15643.00,0.0,36408.0,0.0,260000.0,0.0,61773.35
Kristina    GRODZ,4246.00,0.0,322000.0,0.0,3500.0,0.0,19948.55
Dalia    GAURYTĖ,7247.00,0.0,0.0,0.0,10000.0,0.0,31280.31
Alina    RIZGELIENĖ,5506.00,20824.0,308000.0,0.0,15000.0,20000.0,16771.30
Františka    BRŽOZOVSKAJA,0.00,0.0,888000.0,0.0,0.0,0.0,0.00
Dorota    BORDOVSKA,36.00,0.0,72303.0,0.0,40000.0,0.0,751.81
Zigmund    MARCYNKEVIČ,3733.00,0.0,0.0,0.0,54000.0,10000.0,17638.32
Osvaldas    KUZMICKAS,7045.00,75000.0,148000.0,0.0,8017.0,0.0,30123.83
Regina    ABLOM,6926.00,0.0,0.0,0.0,0.0,0.0,29684.74
Aleksandra    KOVALEVSKA,2486.00,0.0,270000.0,0.0,15000.0,0.0,14906.19
Genoefa    RUDKO,3626.00,0.0,204000.0,0.0,20000.0,0.0,17271.02
Lucija    GODVOD,6685.00,0.0,223000.0,0.0,0.0,0.0,38598.23
Kristina    MOŽEIKO,5095.00,0.0,800000.0,0.0,0.0,0.0,23310.38
Henrich    PEŠKO,10138.00,175000.0,141000.0,0.0,90000.0,5000.0,41885.45
Viktor    GRINEVIČ,0.00,0.0,167375.0,0.0,2000.0,0.0,22107.62
Rozalija    KARAZNEVIČ,3395.00,0.0,255000.0,0.0,0.0,0.0,16415.77
Alina    KOVALEVSKAJA,8702.00,20000.0,15000.0,0.0,0.0,0.0,36039.81
Ana    OLEŠKEVIČ,4824.00,21361.0,259500.0,0.0,0.0,0.0,21737.18
Vladislav    KAŠKEVIČ,4670.00,4380.0,10000.0,0.0,0.0,0.0,21135.73
Henrik    TOMAŠEVIČ,486.00,0.0,559082.0,0.0,0.0,0.0,2174.20
Lucija    AUZIAK,3914.00,0.0,0.0,0.0,0.0,0.0,18191.01
Juzef    ZIMINSKI,475.00,0.0,218050.0,0.0,0.0,0.0,9963.46
Juzef    LEŠČINSKI,7012.00,0.0,630000.0,0.0,15412.0,0.0,30028.96
Marija    ZECHAR,3340.00,0.0,204450.0,0.0,6000.0,0.0,18653.80
Tadeušas    PAVLOVSKIS,9423.00,0.0,181789.0,0.0,4044.0,0.0,46234.90
Danuta    ANICHOVSKAJA,6032.00,0.0,25000.0,0.0,0.0,0.0,31127.10
Vikentijus    RUDIS,5296.00,0.0,1046500.0,0.0,237444.0,0.0,131579.86
Andžej    ANDRUŠKEVIČ,721.00,285527.0,492565.0,0.0,80460.0,0.0,220453.45
Juliana    ZACHAREVIČ,967.00,0.0,0.0,0.0,0.0,0.0,5500.00
Andžėj    ADOMAITIS,5314.00,0.0,220637.0,0.0,3000.0,0.0,23808.45
Česlava    KOVALIAUSKIENĖ,7143.00,0.0,471500.0,0.0,22189.0,0.0,30896.88
Henryka    ŽUKOVSKA,5860.00,3225.0,100000.0,0.0,10459.0,14495.0,56544.92
Liusia    VOITKEVIČ,5927.00,0.0,18000.0,0.0,0.0,0.0,25822.18
Aleksandr    STANKEVIČ,6675.00,0.0,20000.0,0.0,3830.0,0.0,28243.34
Valerija    ORŠEVSKA,6971.00,0.0,456000.0,0.0,10000.0,0.0,30122.92
Franc    ZDONČIK,691.00,0.0,145000.0,0.0,0.0,0.0,4606.80
Tadeuš    PIURKO,683.00,0.0,21600.0,0.0,55000.0,30000.0,4770.00
Jurgita    NAUSĖDIENĖ,3198.00,0.0,350000.0,0.0,0.0,0.0,16083.19
Edmund    ŠOT,12553.00,0.0,386000.0,0.0,2000.0,0.0,50332.20
Jaroslav    VOITECHOVIČ,2016.00,0.0,20000.0,0.0,90000.0,0.0,11308.30
Lech    LEONOVIČ,1682.00,0.0,54944.0,0.0,0.0,0.0,6227.70
Marija    KLIMAŠEVSKA,7986.00,0.0,1308000.0,0.0,5000.0,0.0,33801.90
Irina    MICHALKEVIČIENĖ,2393.00,0.0,84173.0,0.0,25000.0,0.0,13958.43
Edita    ZUBEL,6658.00,0.0,6000.0,0.0,35375.0,1300.0,28869.90
Stanislav    MICHALKEVIČ,3349.00,0.0,51000.0,0.0,13567.0,0.0,24754.84
Vaclav    VILKOIT,6690.00,0.0,43.0,0.0,32500.0,8900.0,28617.70
Marija    GOLUBOVSKA,8369.00,0.0,11603.0,0.0,20000.0,0.0,35379.60
Vasilij    KARPOVIČ,6029.00,0.0,453000.0,0.0,20000.0,0.0,28230.18
Stanislava    SAKOVIČ,8199.00,40000.0,359000.0,0.0,0.0,0.0,63165.63
Teresa    TARAŠKEVIČ,5336.00,0.0,152061.0,0.0,8840.0,0.0,27748.28
Marian    KUZBORSKI,10985.00,14100.0,412000.0,0.0,20000.0,0.0,44719.46
Darius    KARČIAUSKAS,5408.00,250000.0,276000.0,0.0,0.0,0.0,31335.71
Teresa    BARTOŠEVIČ,7578.00,0.0,57000.0,0.0,23415.0,0.0,31587.69
Tadeuš    LAVRYNOVIČ,8514.00,0.0,200000.0,0.0,40000.0,5000.0,35372.01
Jadvyga    KOVALEVSKA,6747.00,0.0,135921.0,0.0,0.0,0.0,28510.39
Valerijan    JUSIONIS,6177.00,0.0,531500.0,0.0,49649.0,164704.0,58744.85
Leonard    KLIMOVIČ,13727.00,0.0,103793.0,0.0,110000.0,0.0,56547.45
Anton Feliks    STANKEVIČ,21080.00,500000.0,932400.0,3900.0,232700.0,808893.0,232137.41
Tamara    KALIUŽNAJA,5088.00,0.0,0.0,0.0,3000.0,0.0,22876.40
Lilija    VERŠICKA,5480.00,38719.0,24750.0,0.0,0.0,0.0,24517.05
Viktor    KIRKEVIČ,6896.00,0.0,200000.0,0.0,41000.0,0.0,29062.31
Irina    PATIUKA,2501.00,0.0,100000.0,0.0,10000.0,0.0,13487.21
Michal    TREŠČINSKI,9763.00,0.0,291706.0,0.0,16812.0,0.0,40414.13
Stanislav    KORČYNSKI,3985.00,0.0,10000.0,0.0,400000.0,0.0,18598.65
Viačeslav    NORKUS,12683.00,0.0,306500.0,0.0,0.0,0.0,50813.86
Tadeuš    ROMANOVSKIJ,1128.00,0.0,71500.0,0.0,0.0,0.0,5992.37
Irena    KARPAVIČIENĖ,8770.00,0.0,30000.0,0.0,0.0,0.0,36181.72
Violeta    KUČINSKAJA,5992.00,0.0,0.0,0.0,25000.0,0.0,26225.51
Jelena    POLKANOVA,3299.00,0.0,0.0,0.0,0.0,0.0,23426.74
Valdemar    RYBAK,15833.00,0.0,313000.0,0.0,53000.0,0.0,62482.32
Romuald    GŽYBOVSKI,9312.00,0.0,520000.0,0.0,218715.0,0.0,38299.15
Larisa    GALKINA,5652.00,13000.0,250000.0,0.0,0.0,0.0,25373.85
Valerijus    JAGLINSKI,9816.00,134638.0,239000.0,0.0,10000.0,0.0,40389.89
Edvardas    BELIANAS,1746.00,0.0,180000.0,0.0,65520.0,10000.0,10500.00
Nina    KOLYŠEVA,0.00,0.0,15000.0,0.0,12000.0,0.0,9248.00
Antoni Edvard    JANKOVSKI,4757.00,0.0,189735.0,0.0,82800.0,0.0,22550.41
Zbigniev    MACIEJEVSKI,6740.00,0.0,787000.0,0.0,20000.0,0.0,28481.01
Tatjana    LAPICKAJA,5435.00,33000.0,580000.0,0.0,0.0,0.0,23971.25
Česlava    JANKOVSKAJA,6271.00,0.0,99322.0,0.0,28440.0,0.0,26746.00
Marija    SUCHOCKA,17332.00,0.0,150000.0,0.0,0.0,0.0,68031.56
Roman    KRYLIUK,5495.00,0.0,168000.0,0.0,30000.0,0.0,34291.36
Edvardas    ŽILĖNAS,0.00,0.0,115743.0,0.0,85000.0,738.0,0.00
Hanka    GŽYBOVSKA,9796.00,16437.0,130000.0,0.0,51357.0,0.0,40746.61
Tatjana    BUGAKOVA,7074.00,0.0,380000.0,0.0,1900.0,0.0,30038.24
Vladislav    JEDINSKIJ,12521.00,0.0,36000.0,0.0,110000.0,8500.0,53363.35
Jadvyga    SINKEVIČ,6840.00,0.0,30687.0,0.0,15000.0,0.0,29173.84
Sergej    BONDAR,7308.00,0.0,241000.0,0.0,0.0,0.0,32899.39
Teresa    DEMEŠKO,9733.00,0.0,102700.0,0.0,23213.0,0.0,44586.67
Tatjana    MARKOVA,7685.00,0.0,0.0,0.0,14371.0,0.0,31982.03
Genadij    TĖVEL,16147.00,0.0,200000.0,0.0,30000.0,0.0,63129.08
Georgij    MACKEVIČ,5035.00,1800.0,258000.0,0.0,0.0,0.0,22488.86
Vladislav    KONDRATOVIČ,12907.00,319764.0,278500.0,0.0,9148.0,0.0,52729.49
Jelena    GARBUZOVA,6650.00,0.0,230000.0,0.0,0.0,0.0,29069.74
Ivona    ČERNIAVSKA,10266.00,3260.0,213055.0,0.0,0.0,0.0,41863.06
Piotr    VENCKEVIČ,2911.00,0.0,0.0,0.0,10000.0,0.0,14621.42
Svetlana    VASIČKINA,5397.00,0.0,330000.0,0.0,0.0,0.0,24272.91
Zygmunt    SENKEVIČ,5465.00,0.0,14000.0,0.0,2028.0,0.0,24079.79
