kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.56,81,0.5217,3,Petroškų (Nr. 18) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.44,63,0.4099,3,Petroškų (Nr. 18) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.411,51,0.3797,9,Noragėlių (Nr. 17) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.589,78,0.5443,8,Noragėlių (Nr. 17) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.7801,126,0.7525,23,Nemajūnų (Nr. 16) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.2199,36,0.2121,6,Nemajūnų (Nr. 16) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.5233,84,0.45,6,Metelių (Nr. 15) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.4767,76,0.41,6,Metelių (Nr. 15) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.5078,720,0.4736,33,Lazdijų (Nr. 14) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.4922,667,0.4591,63,Lazdijų (Nr. 14) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.6538,100,0.6467,19,Vytautų (Nr. 13) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.3462,59,0.3424,4,Vytautų (Nr. 13) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.5833,167,0.5449,15,Kučiūnų (Nr. 12) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.4167,126,0.3892,4,Kučiūnų (Nr. 12) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.6698,132,0.6484,10,Kuklių (Nr. 11) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.3302,60,0.3196,10,Kuklių (Nr. 11) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.5514,161,0.5302,32,Krosnos (Nr. 10) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.4486,137,0.4313,20,Krosnos (Nr. 10) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.4828,80,0.433,4,Krikštonių (Nr. 9) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.5172,85,0.4639,5,Krikštonių (Nr. 9) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.3636,82,0.3465,6,Kirsnos (Nr. 8) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.6364,142,0.6063,12,Kirsnos (Nr. 8) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.3013,61,0.2892,11,A.Kirsnos (Nr. 7) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.6987,151,0.6707,16,A.Kirsnos (Nr. 7) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.4664,103,0.4502,1,Ratnyčios (Nr. 7) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.5336,117,0.5152,2,Ratnyčios (Nr. 7) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.4435,250,0.4283,13,Kapčiamiesčio (Nr. 6) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.5565,319,0.5375,11,Kapčiamiesčio (Nr. 6) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.4975,288,0.4808,12,Eglės (Nr. 6) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.5025,290,0.4856,13,Eglės (Nr. 6) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.4987,184,0.4781,2,Dumblio (Nr. 5) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.5013,163,0.4807,24,Dumblio (Nr. 5) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.4293,491,0.4086,10,Kalviškės (Nr. 5) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.5707,648,0.5432,18,Kalviškės (Nr. 5) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.5598,101,0.5393,2,Būdviečio (Nr. 4) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.4402,77,0.4241,4,Būdviečio (Nr. 4) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.4638,263,0.436,6,Kloniškių (Nr. 4) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.5362,310,0.5041,1,Kloniškių (Nr. 4) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.8,52,0.7429,0,Bugiedos (Nr. 3) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.2,13,0.1857,0,Bugiedos (Nr. 3) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.4128,431,0.395,26,Atgimimo (Nr. 3) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.5872,626,0.5618,24,Atgimimo (Nr. 3) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.8304,164,0.7915,22,Bartelių (Nr. 2) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.1696,32,0.1617,6,Bartelių (Nr. 2) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.4107,319,0.3775,26,Naujamiesčio (Nr. 2) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.5893,477,0.5416,18,Naujamiesčio (Nr. 2) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.7304,245,0.7076,72,Avižienių (Nr. 1) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.2696,92,0.2612,25,Avižienių (Nr. 1) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.3828,198,0.356,11,Senamiesčio (Nr. 1) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.6172,317,0.5741,20,Senamiesčio (Nr. 1) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.494,41,0.4767,0,Voskonių (Nr. 42) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.506,42,0.4884,0,Voskonių (Nr. 42) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.6479,147,0.6135,26,Vėriškių (Nr. 41) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.3521,79,0.3333,15,Vėriškių (Nr. 41) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.7174,84,0.7071,15,Vaitiekūnų (Nr. 40) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.2826,32,0.2786,7,Vaitiekūnų (Nr. 40) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.55,58,0.5087,30,Vadaktų (Nr. 39) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.45,30,0.4162,42,Vadaktų (Nr. 39) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.6025,95,0.5879,2,Tyrulių (Nr. 38) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.3975,58,0.3879,6,Tyrulių (Nr. 38) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.568,111,0.5467,6,Šniūraičių (Nr. 37) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.432,88,0.4159,1,Šniūraičių (Nr. 37) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.5535,253,0.5362,21,Šiaulėnų (Nr. 36) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.4465,203,0.4325,18,Šiaulėnų (Nr. 36) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.6266,308,0.6078,36,Mokyklos (Nr. 35) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.3734,186,0.3622,19,Mokyklos (Nr. 35) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.6579,371,0.6289,56,Šeduvos (Nr. 34) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.3421,206,0.327,16,Šeduvos (Nr. 34) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.5921,202,0.5649,68,Šaukoto (Nr. 33) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.4079,158,0.3891,28,Šaukoto (Nr. 33) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.322,68,0.3069,17,Skėmių (Nr. 32) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.678,146,0.6462,33,Skėmių (Nr. 32) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.3861,165,0.3721,30,Sidabravo (Nr. 31) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.6139,282,0.5916,28,Sidabravo (Nr. 31) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.55,147,0.541,51,Raudondvario (Nr. 30) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.45,137,0.4426,25,Raudondvario (Nr. 30) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.6759,620,0.6611,14,Lizdeikos (Nr. 29) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.3241,290,0.317,14,Lizdeikos (Nr. 29) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.5929,621,0.576,27,Rūmų (Nr. 28) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.4071,429,0.3956,16,Rūmų (Nr. 28) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.5616,716,0.534,23,Kudirkos (Nr. 27) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.4384,555,0.4169,22,Kudirkos (Nr. 27) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.5739,695,0.5561,43,Vytauto (Nr. 26) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.4261,527,0.413,21,Vytauto (Nr. 26) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.6419,625,0.6256,65,Vaižganto (Nr. 25) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.3581,369,0.349,16,Vaižganto (Nr. 25) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.6667,71,0.6299,9,Polekėlės (Nr. 24) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.3333,31,0.315,9,Polekėlės (Nr. 24) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.5612,126,0.5049,30,Pociūnėlių (Nr. 23) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.4388,107,0.3948,15,Pociūnėlių (Nr. 23) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.5225,72,0.4869,21,Pociūnų (Nr. 22) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.4775,73,0.445,12,Pociūnų (Nr. 22) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.5743,168,0.5559,6,Pavartyčių (Nr. 21) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.4257,121,0.4121,8,Pavartyčių (Nr. 21) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.4595,95,0.4491,24,Pašušvio (Nr. 20) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.5405,106,0.5283,34,Pašušvio (Nr. 20) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.4489,60,0.4341,19,Papušynio (Nr. 19) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.5511,78,0.533,19,Papušynio (Nr. 19) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.375,62,0.3568,19,Palonų (Nr. 18) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.625,104,0.5947,31,Palonų (Nr. 18) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.5055,222,0.5033,9,Pakiršinio (Nr. 17) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.4945,213,0.4924,13,Pakiršinio (Nr. 17) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.6168,60,0.5893,6,Minaičių (Nr. 16) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.3832,33,0.3661,8,Minaičių (Nr. 16) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.42,62,0.4038,1,Miežaičių (Nr. 15) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.58,86,0.5577,1,Miežaičių (Nr. 15) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.5039,127,0.4962,3,Kutiškių (Nr. 14) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.4961,120,0.4885,8,Kutiškių (Nr. 14) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.6833,150,0.6509,1,Karčemų (Nr. 13) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.3167,69,0.3017,1,Karčemų (Nr. 13) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.4573,71,0.4439,20,Kairėnų (Nr. 12) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.5427,92,0.5268,16,Kairėnų (Nr. 12) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.5053,39,0.48,9,Jonaitiškių (Nr. 11) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.4947,35,0.47,12,Jonaitiškių (Nr. 11) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.567,208,0.5416,46,Grinkiškio (Nr. 10) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.433,141,0.4136,53,Grinkiškio (Nr. 10) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.2687,31,0.2667,5,Gražiškių (Nr. 9) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.7313,90,0.7259,8,Gražiškių (Nr. 9) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.4883,135,0.4771,11,Gražionių (Nr. 8) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.5117,140,0.5,13,Gražionių (Nr. 8) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.7186,131,0.6976,12,Daugėlaičių (Nr. 7) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.2814,52,0.2732,4,Daugėlaičių (Nr. 7) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.7386,107,0.6933,6,Butėnų (Nr. 6) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.2614,40,0.2454,0,Butėnų (Nr. 6) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.5509,136,0.529,10,Beinoravos (Nr. 5) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.4491,119,0.4312,0,Beinoravos (Nr. 5) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.6216,667,0.5923,100,Baisogalos (Nr. 4) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.3784,420,0.3606,47,Baisogalos (Nr. 4) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.5382,145,0.5192,17,Aukštelkų (Nr. 3) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.4618,130,0.4455,9,Aukštelkų (Nr. 3) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.418,132,0.4091,3,Alksniupių (Nr. 2) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.582,181,0.5697,7,Alksniupių (Nr. 2) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.6429,91,0.6266,8,Acokavų (Nr. 1) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.3571,43,0.3481,12,Acokavų (Nr. 1) apylinkė
Ramūnas Karbauskis,Šiaulių kaimiškoji (Nr. 45) apygardos,0.5271,107,0.5171,29,Šakynos (Nr. 39) apylinkė
Vincas Girnius,Šiaulių kaimiškoji (Nr. 45) apygardos,0.4729,109,0.4639,13,Šakynos (Nr. 39) apylinkė
Ramūnas Karbauskis,Šiaulių kaimiškoji (Nr. 45) apygardos,0.7317,193,0.7241,17,Paežerių (Nr. 38) apylinkė
Vincas Girnius,Šiaulių kaimiškoji (Nr. 45) apygardos,0.2683,64,0.2655,13,Paežerių (Nr. 38) apylinkė
Ramūnas Karbauskis,Šiaulių kaimiškoji (Nr. 45) apygardos,0.4286,147,0.4238,6,Raudėnų (Nr. 37) apylinkė
Vincas Girnius,Šiaulių kaimiškoji (Nr. 45) apygardos,0.5714,174,0.5651,30,Raudėnų (Nr. 37) apylinkė
Ramūnas Karbauskis,Šiaulių kaimiškoji (Nr. 45) apygardos,0.5,106,0.484,0,Sauginių (Nr. 36) apylinkė
Vincas Girnius,Šiaulių kaimiškoji (Nr. 45) apygardos,0.5,106,0.484,0,Sauginių (Nr. 36) apylinkė
Ramūnas Karbauskis,Šiaulių kaimiškoji (Nr. 45) apygardos,0.5124,54,0.496,8,Romučių (Nr. 35) apylinkė
Vincas Girnius,Šiaulių kaimiškoji (Nr. 45) apygardos,0.4876,53,0.472,6,Romučių (Nr. 35) apylinkė
Ramūnas Karbauskis,Šiaulių kaimiškoji (Nr. 45) apygardos,0.5613,253,0.5437,8,Drąsučių (Nr. 34) apylinkė
Vincas Girnius,Šiaulių kaimiškoji (Nr. 45) apygardos,0.4387,193,0.425,11,Drąsučių (Nr. 34) apylinkė
