nuo_galiojanciu_biuleteniu,apygarda,partija,pastu,apylinkese
0.0272,Varėnos - Eišiškių (Nr. 70),Krikščionių demokratų sąjunga,50,490
0.0168,Varėnos - Eišiškių (Nr. 70),Nuosaikiųjų konservatorių sąjunga,29,305
0.0089,Varėnos - Eišiškių (Nr. 70),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",11,166
0.006,Varėnos - Eišiškių (Nr. 70),"Lietuvos partija ""Socialdemokratija 2000""",9,111
0.0056,Varėnos - Eišiškių (Nr. 70),Lietuvių tautininkų sąjunga,13,98
0.0055,Varėnos - Eišiškių (Nr. 70),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",5,104
0.0037,Varėnos - Eišiškių (Nr. 70),Lietuvos laisvės sąjunga,6,67
0.3,Dzūkijos (Nr. 69),A.Brazausko socialdemokratinė koalicija,254,6167
0.2539,Dzūkijos (Nr. 69),Naujoji sąjunga (socialliberalai),244,5190
0.144,Dzūkijos (Nr. 69),Lietuvos liberalų sąjunga,107,2974
0.0889,Dzūkijos (Nr. 69),Tėvynės sąjunga  (Lietuvos konservatoriai),122,1780
0.0618,Dzūkijos (Nr. 69),Lietuvos valstiečių partija,80,1242
0.0544,Dzūkijos (Nr. 69),Krikščionių demokratų sąjunga,51,1113
0.0257,Dzūkijos (Nr. 69),Lietuvos krikščionių demokratų partija,32,518
0.0248,Dzūkijos (Nr. 69),Lietuvos centro sąjunga,16,514
0.0133,Dzūkijos (Nr. 69),Nuosaikiųjų konservatorių sąjunga,16,268
0.0101,Dzūkijos (Nr. 69),Lietuvių tautininkų sąjunga,21,196
0.0089,Dzūkijos (Nr. 69),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",11,179
0.0064,Dzūkijos (Nr. 69),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",5,131
0.005,Dzūkijos (Nr. 69),Lietuvos laisvės sąjunga,9,99
0.0026,Dzūkijos (Nr. 69),"Lietuvos partija ""Socialdemokratija 2000""",3,52
0.0003,Dzūkijos (Nr. 69),Lietuvos lenkų rinkimų akcija,1,6
0.4502,Vilkaviškio (Nr. 68),A.Brazausko socialdemokratinė koalicija,454,7936
0.2078,Vilkaviškio (Nr. 68),Naujoji sąjunga (socialliberalai),238,3634
0.0876,Vilkaviškio (Nr. 68),Lietuvos liberalų sąjunga,85,1547
0.0574,Vilkaviškio (Nr. 68),Tėvynės sąjunga  (Lietuvos konservatoriai),123,947
0.0534,Vilkaviškio (Nr. 68),Krikščionių demokratų sąjunga,82,913
0.0414,Vilkaviškio (Nr. 68),Lietuvos krikščionių demokratų partija,81,690
0.0337,Vilkaviškio (Nr. 68),Lietuvos valstiečių partija,47,581
0.0209,Vilkaviškio (Nr. 68),Lietuvių tautininkų sąjunga,85,304
0.0141,Vilkaviškio (Nr. 68),Nuosaikiųjų konservatorių sąjunga,34,228
0.0093,Vilkaviškio (Nr. 68),Lietuvos centro sąjunga,8,165
0.0087,Vilkaviškio (Nr. 68),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",10,153
0.0071,Vilkaviškio (Nr. 68),"Lietuvos partija ""Socialdemokratija 2000""",7,126
0.0048,Vilkaviškio (Nr. 68),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",5,85
0.0035,Vilkaviškio (Nr. 68),Lietuvos laisvės sąjunga,11,54
0.0002,Vilkaviškio (Nr. 68),Lietuvos lenkų rinkimų akcija,-,4
0.2904,Prienų (Nr. 67),A.Brazausko socialdemokratinė koalicija,358,4943
0.2536,Prienų (Nr. 67),Naujoji sąjunga (socialliberalai),373,4257
0.1376,Prienų (Nr. 67),Lietuvos liberalų sąjunga,102,2410
0.0923,Prienų (Nr. 67),Tėvynės sąjunga  (Lietuvos konservatoriai),157,1528
0.0484,Prienų (Nr. 67),Krikščionių demokratų sąjunga,73,811
0.042,Prienų (Nr. 67),Lietuvos krikščionių demokratų partija,98,669
0.0416,Prienų (Nr. 67),Lietuvos valstiečių partija,43,716
0.0379,Prienų (Nr. 67),Lietuvos centro sąjunga,81,611
0.0141,Prienų (Nr. 67),Nuosaikiųjų konservatorių sąjunga,26,232
0.0112,Prienų (Nr. 67),"Lietuvos partija ""Socialdemokratija 2000""",13,192
0.0101,Prienų (Nr. 67),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",23,162
0.0072,Prienų (Nr. 67),Lietuvos laisvės sąjunga,18,114
0.0071,Prienų (Nr. 67),Lietuvių tautininkų sąjunga,19,111
0.0061,Prienų (Nr. 67),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",8,104
0.0003,Prienų (Nr. 67),Lietuvos lenkų rinkimų akcija,1,4
0.2411,Kauno kaimiškoji (Nr. 66),Lietuvos liberalų sąjunga,154,4364
0.2391,Kauno kaimiškoji (Nr. 66),A.Brazausko socialdemokratinė koalicija,139,4341
0.1517,Kauno kaimiškoji (Nr. 66),Naujoji sąjunga (socialliberalai),118,2724
0.1197,Kauno kaimiškoji (Nr. 66),Tėvynės sąjunga  (Lietuvos konservatoriai),158,2085
0.0588,Kauno kaimiškoji (Nr. 66),Krikščionių demokratų sąjunga,63,1039
0.0376,Kauno kaimiškoji (Nr. 66),Lietuvos krikščionių demokratų partija,77,627
0.0324,Kauno kaimiškoji (Nr. 66),Lietuvos laisvės sąjunga,24,583
0.0306,Kauno kaimiškoji (Nr. 66),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",47,526
0.0282,Kauno kaimiškoji (Nr. 66),Lietuvos centro sąjunga,21,508
0.0233,Kauno kaimiškoji (Nr. 66),Lietuvos valstiečių partija,42,394
0.0147,Kauno kaimiškoji (Nr. 66),Nuosaikiųjų konservatorių sąjunga,18,257
0.0096,Kauno kaimiškoji (Nr. 66),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",11,169
0.0093,Kauno kaimiškoji (Nr. 66),Lietuvių tautininkų sąjunga,13,162
0.0033,Kauno kaimiškoji (Nr. 66),"Lietuvos partija ""Socialdemokratija 2000""",11,51
0.0005,Kauno kaimiškoji (Nr. 66),Lietuvos lenkų rinkimų akcija,-,10
0.2982,Kauno - Kėdainių (Nr. 65),A.Brazausko socialdemokratinė koalicija,355,5335
0.2382,Kauno - Kėdainių (Nr. 65),Naujoji sąjunga (socialliberalai),220,4326
0.1391,Kauno - Kėdainių (Nr. 65),Lietuvos liberalų sąjunga,81,2573
0.0819,Kauno - Kėdainių (Nr. 65),Tėvynės sąjunga  (Lietuvos konservatoriai),142,1421
0.0776,Kauno - Kėdainių (Nr. 65),Lietuvos valstiečių partija,112,1368
0.0375,Kauno - Kėdainių (Nr. 65),Krikščionių demokratų sąjunga,36,680
0.0291,Kauno - Kėdainių (Nr. 65),Lietuvos krikščionių demokratų partija,53,502
0.0244,Kauno - Kėdainių (Nr. 65),Lietuvos centro sąjunga,34,431
0.0213,Kauno - Kėdainių (Nr. 65),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",44,362
0.0176,Kauno - Kėdainių (Nr. 65),Nuosaikiųjų konservatorių sąjunga,32,303
0.0165,Kauno - Kėdainių (Nr. 65),Lietuvos laisvės sąjunga,12,303
0.0076,Kauno - Kėdainių (Nr. 65),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",8,137
0.0074,Kauno - Kėdainių (Nr. 65),Lietuvių tautininkų sąjunga,17,125
0.0032,Kauno - Kėdainių (Nr. 65),"Lietuvos partija ""Socialdemokratija 2000""",1,60
0.0006,Kauno - Kėdainių (Nr. 65),Lietuvos lenkų rinkimų akcija,-,11
0.2978,Šakių (Nr. 64),A.Brazausko socialdemokratinė koalicija,478,5475
0.1992,Šakių (Nr. 64),Naujoji sąjunga (socialliberalai),381,3601
0.1357,Šakių (Nr. 64),Lietuvos valstiečių partija,273,2440
0.1284,Šakių (Nr. 64),Tėvynės sąjunga  (Lietuvos konservatoriai),347,2220
0.0867,Šakių (Nr. 64),Lietuvos liberalų sąjunga,122,1611
0.046,Šakių (Nr. 64),Krikščionių demokratų sąjunga,154,765
0.0358,Šakių (Nr. 64),Lietuvos krikščionių demokratų partija,127,588
0.0195,Šakių (Nr. 64),Lietuvos centro sąjunga,30,360
0.0186,Šakių (Nr. 64),Nuosaikiųjų konservatorių sąjunga,45,327
0.0112,Šakių (Nr. 64),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",30,193
0.0067,Šakių (Nr. 64),Lietuvių tautininkų sąjunga,30,104
0.0063,Šakių (Nr. 64),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",14,112
0.0053,Šakių (Nr. 64),Lietuvos laisvės sąjunga,10,96
0.0028,Šakių (Nr. 64),"Lietuvos partija ""Socialdemokratija 2000""",7,49
0.0002,Šakių (Nr. 64),Lietuvos lenkų rinkimų akcija,1,2
0.3495,Suvalkijos (Nr. 63),A.Brazausko socialdemokratinė koalicija,404,6664
0.232,Suvalkijos (Nr. 63),Naujoji sąjunga (socialliberalai),285,4406
0.0976,Suvalkijos (Nr. 63),Lietuvos liberalų sąjunga,89,1884
0.0815,Suvalkijos (Nr. 63),Krikščionių demokratų sąjunga,158,1491
0.0653,Suvalkijos (Nr. 63),Tėvynės sąjunga  (Lietuvos konservatoriai),126,1194
0.065,Suvalkijos (Nr. 63),Lietuvos valstiečių partija,43,1271
0.038,Suvalkijos (Nr. 63),Lietuvos krikščionių demokratų partija,83,686
0.022,Suvalkijos (Nr. 63),Lietuvos centro sąjunga,25,420
0.0153,Suvalkijos (Nr. 63),Nuosaikiųjų konservatorių sąjunga,19,290
0.0107,Suvalkijos (Nr. 63),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",15,201
0.0081,Suvalkijos (Nr. 63),"Lietuvos partija ""Socialdemokratija 2000""",15,149
0.0062,Suvalkijos (Nr. 63),Lietuvių tautininkų sąjunga,12,113
0.005,Suvalkijos (Nr. 63),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",6,96
0.0035,Suvalkijos (Nr. 63),Lietuvos laisvės sąjunga,9,62
0.0003,Suvalkijos (Nr. 63),Lietuvos lenkų rinkimų akcija,3,3
0.2448,Jurbarko (Nr. 62),A.Brazausko socialdemokratinė koalicija,467,3940
0.2386,Jurbarko (Nr. 62),Naujoji sąjunga (socialliberalai),448,3847
0.1492,Jurbarko (Nr. 62),Lietuvos liberalų sąjunga,193,2493
0.0971,Jurbarko (Nr. 62),Lietuvos valstiečių partija,210,1538
0.0941,Jurbarko (Nr. 62),Tėvynės sąjunga  (Lietuvos konservatoriai),198,1495
0.0596,Jurbarko (Nr. 62),Lietuvos krikščionių demokratų partija,185,887
0.0479,Jurbarko (Nr. 62),Krikščionių demokratų sąjunga,135,727
0.0263,Jurbarko (Nr. 62),Nuosaikiųjų konservatorių sąjunga,84,389
0.0132,Jurbarko (Nr. 62),Lietuvos centro sąjunga,23,214
0.0081,Jurbarko (Nr. 62),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",15,130
0.0079,Jurbarko (Nr. 62),Lietuvių tautininkų sąjunga,14,128
0.0062,Jurbarko (Nr. 62),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",15,97
0.0051,Jurbarko (Nr. 62),Lietuvos laisvės sąjunga,11,80
0.0017,Jurbarko (Nr. 62),"Lietuvos partija ""Socialdemokratija 2000""",2,28
0.0003,Jurbarko (Nr. 62),Lietuvos lenkų rinkimų akcija,1,5
0.3243,Ukmergės (Nr. 61),A.Brazausko socialdemokratinė koalicija,340,6730
0.1699,Ukmergės (Nr. 61),Naujoji sąjunga (socialliberalai),218,3485
0.1266,Ukmergės (Nr. 61),Lietuvos liberalų sąjunga,108,2651
0.0798,Ukmergės (Nr. 61),Tėvynės sąjunga  (Lietuvos konservatoriai),210,1530
0.0713,Ukmergės (Nr. 61),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",89,1466
0.0663,Ukmergės (Nr. 61),Lietuvos valstiečių partija,158,1288
0.0399,Ukmergės (Nr. 61),Lietuvos krikščionių demokratų partija,137,732
0.0308,Ukmergės (Nr. 61),Krikščionių demokratų sąjunga,54,617
0.0265,Ukmergės (Nr. 61),Lietuvių tautininkų sąjunga,87,490
0.021,Ukmergės (Nr. 61),Lietuvos centro sąjunga,37,421
0.0178,Ukmergės (Nr. 61),Nuosaikiųjų konservatorių sąjunga,63,326
0.0141,Ukmergės (Nr. 61),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",26,282
0.0068,Ukmergės (Nr. 61),"Lietuvos partija ""Socialdemokratija 2000""",9,140
0.0044,Ukmergės (Nr. 61),Lietuvos laisvės sąjunga,6,90
0.0004,Ukmergės (Nr. 61),Lietuvos lenkų rinkimų akcija,2,7
0.3519,Jonavos (Nr. 60),A.Brazausko socialdemokratinė koalicija,234,6162
0.192,Jonavos (Nr. 60),Lietuvos liberalų sąjunga,107,3382
0.1679,Jonavos (Nr. 60),Naujoji sąjunga (socialliberalai),117,2935
0.0914,Jonavos (Nr. 60),Lietuvos valstiečių partija,69,1592
0.0655,Jonavos (Nr. 60),Tėvynės sąjunga  (Lietuvos konservatoriai),61,1129
0.0355,Jonavos (Nr. 60),Krikščionių demokratų sąjunga,28,618
0.0189,Jonavos (Nr. 60),Lietuvos centro sąjunga,14,330
0.0158,Jonavos (Nr. 60),Lietuvos laisvės sąjunga,14,273
0.0135,Jonavos (Nr. 60),Nuosaikiųjų konservatorių sąjunga,11,234
0.0131,Jonavos (Nr. 60),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",15,224
0.0125,Jonavos (Nr. 60),Lietuvos krikščionių demokratų partija,16,212
0.0114,Jonavos (Nr. 60),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",11,197
0.0055,Jonavos (Nr. 60),Lietuvių tautininkų sąjunga,3,97
0.0045,Jonavos (Nr. 60),"Lietuvos partija ""Socialdemokratija 2000""",5,76
0.0006,Jonavos (Nr. 60),Lietuvos lenkų rinkimų akcija,-,10
0.3785,Kaišiadorių - Elektrėnų (Nr. 59),A.Brazausko socialdemokratinė koalicija,523,7653
0.1977,Kaišiadorių - Elektrėnų (Nr. 59),Naujoji sąjunga (socialliberalai),327,3944
0.1666,Kaišiadorių - Elektrėnų (Nr. 59),Lietuvos liberalų sąjunga,213,3387
0.0654,Kaišiadorių - Elektrėnų (Nr. 59),Tėvynės sąjunga  (Lietuvos konservatoriai),84,1328
0.0448,Kaišiadorių - Elektrėnų (Nr. 59),"Lietuvos partija ""Socialdemokratija 2000""",355,612
0.0325,Kaišiadorių - Elektrėnų (Nr. 59),Krikščionių demokratų sąjunga,71,632
0.0279,Kaišiadorių - Elektrėnų (Nr. 59),Lietuvos centro sąjunga,53,550
0.0204,Kaišiadorių - Elektrėnų (Nr. 59),Lietuvos valstiečių partija,49,391
0.0164,Kaišiadorių - Elektrėnų (Nr. 59),Lietuvos krikščionių demokratų partija,56,298
0.0128,Kaišiadorių - Elektrėnų (Nr. 59),Nuosaikiųjų konservatorių sąjunga,15,261
0.0123,Kaišiadorių - Elektrėnų (Nr. 59),Lietuvos laisvės sąjunga,41,224
0.0095,Kaišiadorių - Elektrėnų (Nr. 59),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",12,194
0.0082,Kaišiadorių - Elektrėnų (Nr. 59),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",19,159
0.0065,Kaišiadorių - Elektrėnų (Nr. 59),Lietuvių tautininkų sąjunga,31,109
0.0006,Kaišiadorių - Elektrėnų (Nr. 59),Lietuvos lenkų rinkimų akcija,3,9
0.3508,Trakų - Elektrėnų (Nr. 58),Naujoji sąjunga (socialliberalai),333,6111
0.2275,Trakų - Elektrėnų (Nr. 58),A.Brazausko socialdemokratinė koalicija,266,3912
0.1609,Trakų - Elektrėnų (Nr. 58),Lietuvos liberalų sąjunga,118,2838
0.0714,Trakų - Elektrėnų (Nr. 58),Lietuvos lenkų rinkimų akcija,158,1154
0.0525,Trakų - Elektrėnų (Nr. 58),Tėvynės sąjunga  (Lietuvos konservatoriai),90,875
0.0326,Trakų - Elektrėnų (Nr. 58),Lietuvos centro sąjunga,85,513
0.0215,Trakų - Elektrėnų (Nr. 58),Lietuvos valstiečių partija,60,334
0.0215,Trakų - Elektrėnų (Nr. 58),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",12,382
0.0203,Trakų - Elektrėnų (Nr. 58),Krikščionių demokratų sąjunga,38,335
0.0145,Trakų - Elektrėnų (Nr. 58),Lietuvos krikščionių demokratų partija,40,227
0.0094,Trakų - Elektrėnų (Nr. 58),Nuosaikiųjų konservatorių sąjunga,12,161
0.0058,Trakų - Elektrėnų (Nr. 58),Lietuvių tautininkų sąjunga,9,98
0.0044,Trakų - Elektrėnų (Nr. 58),"Lietuvos partija ""Socialdemokratija 2000""",6,75
0.0039,Trakų - Elektrėnų (Nr. 58),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,71
0.003,Trakų - Elektrėnų (Nr. 58),Lietuvos laisvės sąjunga,3,52
0.3213,Vilniaus - Trakų (Nr. 57),Naujoji sąjunga (socialliberalai),297,5725
0.2084,Vilniaus - Trakų (Nr. 57),Lietuvos lenkų rinkimų akcija,563,3342
0.1957,Vilniaus - Trakų (Nr. 57),A.Brazausko socialdemokratinė koalicija,139,3529
0.1437,Vilniaus - Trakų (Nr. 57),Lietuvos liberalų sąjunga,89,2604
0.0372,Vilniaus - Trakų (Nr. 57),Tėvynės sąjunga  (Lietuvos konservatoriai),48,649
0.0336,Vilniaus - Trakų (Nr. 57),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",9,620
0.0147,Vilniaus - Trakų (Nr. 57),Lietuvos centro sąjunga,17,259
0.0143,Vilniaus - Trakų (Nr. 57),Krikščionių demokratų sąjunga,13,255
0.0073,Vilniaus - Trakų (Nr. 57),Nuosaikiųjų konservatorių sąjunga,12,124
0.0055,Vilniaus - Trakų (Nr. 57),Lietuvos krikščionių demokratų partija,16,88
0.0052,Vilniaus - Trakų (Nr. 57),Lietuvių tautininkų sąjunga,1,97
0.0038,Vilniaus - Trakų (Nr. 57),Lietuvos valstiečių partija,5,66
0.0035,Vilniaus - Trakų (Nr. 57),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",1,65
0.003,Vilniaus - Trakų (Nr. 57),Lietuvos laisvės sąjunga,4,52
0.0028,Vilniaus - Trakų (Nr. 57),"Lietuvos partija ""Socialdemokratija 2000""",3,49
0.417,Vilniaus - Šalčininkų (Nr. 56),Lietuvos lenkų rinkimų akcija,1412,6099
0.2873,Vilniaus - Šalčininkų (Nr. 56),Naujoji sąjunga (socialliberalai),291,4884
0.1656,Vilniaus - Šalčininkų (Nr. 56),A.Brazausko socialdemokratinė koalicija,185,2797
0.0596,Vilniaus - Šalčininkų (Nr. 56),Lietuvos liberalų sąjunga,87,986
0.0199,Vilniaus - Šalčininkų (Nr. 56),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",11,348
0.0144,Vilniaus - Šalčininkų (Nr. 56),Tėvynės sąjunga  (Lietuvos konservatoriai),21,239
0.0067,Vilniaus - Šalčininkų (Nr. 56),Lietuvos centro sąjunga,12,108
0.0064,Vilniaus - Šalčininkų (Nr. 56),Krikščionių demokratų sąjunga,14,101
0.0043,Vilniaus - Šalčininkų (Nr. 56),Lietuvos valstiečių partija,6,72
0.0043,Vilniaus - Šalčininkų (Nr. 56),Lietuvos krikščionių demokratų partija,8,70
0.0043,Vilniaus - Šalčininkų (Nr. 56),Lietuvių tautininkų sąjunga,10,67
0.0031,Vilniaus - Šalčininkų (Nr. 56),"Lietuvos partija ""Socialdemokratija 2000""",5,51
0.0028,Vilniaus - Šalčininkų (Nr. 56),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",6,44
0.0024,Vilniaus - Šalčininkų (Nr. 56),Nuosaikiųjų konservatorių sąjunga,4,39
0.0018,Vilniaus - Šalčininkų (Nr. 56),Lietuvos laisvės sąjunga,3,30
0.2555,Širvintų - Vilniaus (Nr. 55),Naujoji sąjunga (socialliberalai),706,4511
0.2218,Širvintų - Vilniaus (Nr. 55),A.Brazausko socialdemokratinė koalicija,310,4218
0.1684,Širvintų - Vilniaus (Nr. 55),Lietuvos lenkų rinkimų akcija,653,2786
0.1326,Širvintų - Vilniaus (Nr. 55),Lietuvos liberalų sąjunga,85,2622
0.0659,Širvintų - Vilniaus (Nr. 55),Lietuvos valstiečių partija,119,1227
0.0583,Širvintų - Vilniaus (Nr. 55),Tėvynės sąjunga  (Lietuvos konservatoriai),140,1050
0.0224,Širvintų - Vilniaus (Nr. 55),Krikščionių demokratų sąjunga,40,418
0.0177,Širvintų - Vilniaus (Nr. 55),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",19,342
0.0172,Širvintų - Vilniaus (Nr. 55),Lietuvos centro sąjunga,22,329
0.0111,Širvintų - Vilniaus (Nr. 55),Nuosaikiųjų konservatorių sąjunga,23,204
0.0089,Širvintų - Vilniaus (Nr. 55),Lietuvos krikščionių demokratų partija,28,153
0.0069,Širvintų - Vilniaus (Nr. 55),Lietuvių tautininkų sąjunga,18,122
0.0049,Širvintų - Vilniaus (Nr. 55),"Lietuvos partija ""Socialdemokratija 2000""",8,92
0.0048,Širvintų - Vilniaus (Nr. 55),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",15,84
0.0036,Širvintų - Vilniaus (Nr. 55),Lietuvos laisvės sąjunga,11,62
0.3817,Molėtų - Švenčionių (Nr. 54),A.Brazausko socialdemokratinė koalicija,389,6523
0.2294,Molėtų - Švenčionių (Nr. 54),Naujoji sąjunga (socialliberalai),280,3874
0.1325,Molėtų - Švenčionių (Nr. 54),Lietuvos liberalų sąjunga,82,2318
0.0596,Molėtų - Švenčionių (Nr. 54),Lietuvos krikščionių demokratų partija,110,969
0.05,Molėtų - Švenčionių (Nr. 54),Tėvynės sąjunga  (Lietuvos konservatoriai),116,789
0.0323,Molėtų - Švenčionių (Nr. 54),Krikščionių demokratų sąjunga,52,532
0.03,Molėtų - Švenčionių (Nr. 54),Lietuvos lenkų rinkimų akcija,28,516
0.0295,Molėtų - Švenčionių (Nr. 54),Lietuvos valstiečių partija,32,502
0.0156,Molėtų - Švenčionių (Nr. 54),Nuosaikiųjų konservatorių sąjunga,25,258
0.0114,Molėtų - Švenčionių (Nr. 54),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",7,200
0.0092,Molėtų - Švenčionių (Nr. 54),Lietuvos centro sąjunga,11,155
0.0086,Molėtų - Švenčionių (Nr. 54),Lietuvių tautininkų sąjunga,9,146
0.005,Molėtų - Švenčionių (Nr. 54),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",16,75
0.0029,Molėtų - Švenčionių (Nr. 54),Lietuvos laisvės sąjunga,2,50
0.0023,Molėtų - Švenčionių (Nr. 54),"Lietuvos partija ""Socialdemokratija 2000""",7,34
0.3958,Ignalinos - Švenčionių (Nr. 53),A.Brazausko socialdemokratinė koalicija,616,6473
0.1932,Ignalinos - Švenčionių (Nr. 53),Naujoji sąjunga (socialliberalai),278,3183
0.1247,Ignalinos - Švenčionių (Nr. 53),Lietuvos valstiečių partija,210,2024
0.0879,Ignalinos - Švenčionių (Nr. 53),Lietuvos liberalų sąjunga,80,1495
0.0619,Ignalinos - Švenčionių (Nr. 53),Tėvynės sąjunga  (Lietuvos konservatoriai),163,945
0.0343,Ignalinos - Švenčionių (Nr. 53),Lietuvos centro sąjunga,164,451
0.0295,Ignalinos - Švenčionių (Nr. 53),Lietuvos krikščionių demokratų partija,69,460
0.0205,Ignalinos - Švenčionių (Nr. 53),Nuosaikiųjų konservatorių sąjunga,37,331
