kandidatas,mokesciai,gautos_paskolos,turtas,suteiktos_paskolos,gryni_pinigai,vertybiniai_popieriai,gautos_pajamos
Klemensas Algimantas GAIŽAUSKAS,11851.0,5733.0,165315.0,,,,39393.0
Erika RIBAŠAUSKIENĖ,8015.0,0.0,54000.0,0.0,0.0,0.0,32811.0
Alvydas DIRSĖ,6859.0,,1000.0,,30000.0,696.0,24517.0
Vytas MAŽĖTIS,14197.0,,49168.0,,20000.0,,46503.0
Andrius AŠMONTAS,6625.0,0.0,21500.0,0.0,0.0,0.0,23729.0
Audronė LIESYTĖ,16725.0,0.0,70043.0,0.0,38803.0,0.0,54161.0
Marijonas ROČIUS,9866.0,17000.0,500.0,0.0,80000.0,36490.0,33377.0
Tomas BAKUČIONIS,6401.0,0.0,33500.0,0.0,0.0,0.0,24164.0
Aldevinas PŪKYS,9855.0,0.0,0.0,0.0,35000.0,0.0,42731.0
Viktoras ČATRAUSKAS,,0.0,106400.0,0.0,25000.0,0.0,41230.0
Tomas BALČIŪNAS,493.0,0.0,32400.0,0.0,0.0,0.0,4833.0
Arvydas KILIKEVIČIUS,581.0,0.0,94101.0,0.0,35000.0,0.0,5240.0
Vytautas KUZMICKAS,2488.0,0.0,0.0,0.0,0.0,0.0,11196.0
Vladas BAGDONAS,14571.0,0.0,171750.0,0.0,62000.0,0.0,55154.0
Zita ANUŽIENĖ,1414.0,0.0,5000.0,0.0,0.0,0.0,1203833.0
Audronė NEKROŠIENĖ,11433.0,0.0,369000.0,0.0,44692.0,0.0,55627.0
Rima MATIJOŠIENĖ,4466.0,0.0,63000.0,0.0,0.0,0.0,15563.0
Gediminas AKELAITIS,8345.0,0.0,20000.0,0.0,40000.0,0.0,27258.0
Leonardas Kęstutis JASKELEVIČIUS,8612.0,10200.0,127400.0,0.0,39800.0,0.0,34943.0
Rimvydas Dionizas ŽIGAITIS,2588.0,0.0,248500.0,0.0,0.0,0.0,28775.0
Dainius Petras PAUKŠTĖ,16408.0,0.0,38000.0,0.0,0.0,0.0,53202.0
Violeta LINKIENĖ,585.0,0.0,50000.0,0.0,15000.0,0.0,5251.0
Arvydas AKSTINAVIČIUS,0.0,0.0,96823.0,0.0,0.0,7160.0,0.0
Algimantas VAKARINAS,17555.0,,51816.0,,79499.0,10600.0,57400.0
Arvydas JAKAS,15074.0,20000.0,44476.0,,10000.0,94000.0,50839.0
Kęstutis VAITUKAITIS,16092.0,,48295.0,,63000.0,6000.0,52419.0
Algirdas PEČIULIS,2873.0,,14724.0,,4249.0,107889.0,12359.0
Vytautas RAČKAUSKAS,15128.0,,17800.0,,92168.0,,49324.0
Valdas KAZLAS,14638.0,,60284.0,,60000.0,693.0,48013.0
Antanas GUSTAITIS,13672.0,,282068.0,,160118.0,24687.0,44909.0
Arvydas GARBARAVIČIUS,17878.0,,6331.0,11740.0,4305911.0,,57933.0
Rimantas TARAŠKEVIČIUS,18383.0,,157064.0,,145606.0,226481.0,66687.0
Vytautas DIČIŪNAS,9347.0,,32613.0,,,,32913.0
Aidas Feliksas PALUBINSKAS,,,135660.0,,135000.0,61000.0,91649.0
Remigijus OSAUSKAS,7328.0,4144.0,45459.0,,,,26543.0
Arūnas KAPSEVIČIUS,4031.0,,4100.0,,74000.0,,15427.0
Antanas ČESNULEVIČIUS,12154.0,,191844.0,,,227853.0,41178.0
Dangeras ALEKSANDROVAS,9225.0,,85000.0,,21666.0,,31833.0
Vytautas TURONIS,4722.0,,4925.0,,6882.0,29270.0,44980.0
Eugenija TRAINIENĖ,10232.0,,60049.0,,46000.0,385.0,34486.0
Danguolė BALSĖ,7224.0,,119400.0,,50000.0,200.0,25718.0
Kęstutis KRASAUSKAS,901.0,,161788.0,,56027.0,7532.0,20571.0
Jonas UNGULAITIS,46180.0,170000.0,204386.0,1700000.0,932863.0,798149.0,292338.0
Sigitas BILEVIČIUS,11031.0,3750.0,64000.0,,20000.0,,39454.0
Juozas KNIUKŠTA,3819.0,,103556.0,68000.0,10000.0,70500.0,21773.0
Irena TURKEVIČIENĖ,4015.0,,,,25000.0,,15648.0
Stanislovas ŠRIŪBĖNAS,27137.0,,187401.0,,290039.0,41000.0,85712.0
Vytautas STALMOKAS,25509.0,,1461356.0,,318496.0,197942.0,357014.0
Alfonsas MACIUKEVIČIUS,7444.0,10000.0,58982.0,,50000.0,,24589.0
Algirdas LIAUDANSKIS,17527.0,,108157.0,,103600.0,913400.0,57150.0
Eglė PELIENĖ,8569.0,,1000.0,,37297.0,12000.0,24904.0
Rita LIDŽIŪTĖ,7461.0,,26605.0,,12388.0,,27585.0
Sigitas KVEDARAS,7803.0,30000.0,38510.0,,57000.0,,27472.0
Petras JURGILAS,15302.0,180000.0,117500.0,,26000.0,,53914.0
Dalius NEŠUKAITIS,4706.0,,50891.0,,7209.0,7415.0,17915.0
Viliutė LOBAČIUVIENĖ,730.0,,311000.0,,,,13332.0
Rimantas PACEVIČIUS,688.0,,7800.0,,22641.0,61000.0,6094.0
Kęstutis NĖNIUS,24107.0,,437018.0,,734929.0,189900.0,359523.0
Rytis GIEDRAITIS,7526.0,8400.0,93000.0,,42316.0,,29557.0
Valerija VEČERSKIENĖ,0.0,,233000.0,,55000.0,,1916.0
Jonas DUNGVECKIS,898.0,700000.0,85103.0,,95216.0,1920708.0,4173.0
Judita SIMONAVIČIŪTĖ,12800.0,46898.0,55000.0,,12523.0,3000.0,42267.0
Gintaras Steponas VYŠNIAUSKAS,7378.0,,446144.0,,461000.0,122000.0,31799.0
Janina PETRIKIENĖ,14964.0,,180119.0,,218148.0,25373.0,97154.0
Vidmantas MARTIKONIS,77640.0,0.0,1796893.0,1485604.0,2226030.0,22303303.0,685694.0
Algimantas NEVERDAUSKAS,6548.0,0.0,16919.0,0.0,0.0,0.0,23822.0
Vidmantas DONIELA,,0.0,445142.0,0.0,279165.0,8019.0,574078.0
Zenonas PUKĖNAS,8694.0,0.0,27446.0,0.0,32000.0,0.0,30174.0
Vytautas DABRUKAS,4700.0,0.0,72244.0,0.0,55000.0,5000.0,17672.0
Gintautas VAITKEVIČIUS,7772.0,0.0,35650.0,0.0,3000.0,0.0,89005.0
Romas GIEDRAITIS,14624.0,0.0,13757.0,0.0,62000.0,0.0,64193.0
Romas PIVORAS,1973.0,0.0,261995.0,0.0,91500.0,5000.0,8906.0
Vincas KAPOČIUS,12806.0,0.0,179329.0,0.0,18575.0,0.0,42287.0
Ventautas KARALIUS,5009.0,0.0,703600.0,26169.0,43000.0,179000.0,19385.0
Jonas VARKALYS,16771.0,0.0,68383.0,0.0,61794.0,1890864.0,64790.0
Kęstutis BILIUS,496.0,29500.0,84293.0,0.0,50000.0,13213.0,2291.0
Juozas ARMANAVIČIUS,1716.0,0.0,70575.0,0.0,173341.0,767000.0,9103.0
Zenonas BAUBONIS,20450.0,0.0,440735.0,0.0,182793.0,0.0,114421.0
Roza DIMENTOVA,11188.0,0.0,88100.0,0.0,8000.0,0.0,40656.0
Jonas LIESYS,6392.0,0.0,27618.0,0.0,28000.0,0.0,22849.0
Osvaldas MARKEVIČIUS,5325.0,0.0,5000.0,0.0,20000.0,0.0,19618.0
Liongina JUOZAITIENĖ,18024.0,0.0,121848.0,0.0,39750.0,8000.0,682017.0
Zenonas KUZBORSKIS,23328.0,0.0,243620.0,0.0,42597.0,0.0,75336.0
Gediminas AVĖNAS,999.0,0.0,0.0,0.0,40948.0,11860.0,11506.0
Arūnas GENDROLIUS,13140.0,0.0,35608.0,100000.0,2449.0,12000.0,53150.0
Kęstutis MILIAUSKAS,10325.0,0.0,0.0,0.0,70975.0,6191.0,37855.0
Vytis VALATKA,11723.0,0.0,0.0,0.0,21955.0,0.0,39002.0
Arvydas ŠVIRMICKAS,3903.0,0.0,154069.0,0.0,25000.0,96000.0,2225555.0
Benediktas PETRAUSKAS,86725.0,0.0,113691.0,0.0,818726.0,43943.0,319217.0
Gediminas STAUGAITIS,13324.0,0.0,674446.0,0.0,122000.0,2000.0,56504.0
Genovaitė SINSKIENĖ,16848.0,0.0,288072.0,0.0,36000.0,55000.0,68378.0
Sofija MATAREVIČ,5589.0,0.0,403818.0,0.0,92.0,0.0,60590.0
Saulius GRINKEVIČIUS,28214.0,0.0,151617.0,0.0,74205.0,226205.0,135716.0
Dainius PŪRAS,22831.0,29048.0,122699.0,,13327.0,,98250.0
Vytautas VYČINAS,931.0,,497086.0,,60928.0,,643397.0
Aida PODINSKAITĖ,315.0,,16800.0,,,,958.0
Ramūnas VYŽINTAS,29045.0,,35550.0,,303898.0,246000.0,260467.0
Vincas LAURUTIS,31108.0,51530.0,454137.0,,69259.0,,10747927.0
Mindaugas KUKLIERIUS,16723.0,63228.0,97885.0,,7700.0,,54442.0
Gediminas JEGELEVIČIUS,12329.0,87719.0,212083.0,232431.0,250904.0,10000.0,67310.0
Gediminas DAUKŠYS,16710.0,,118789.0,,60000.0,64984.0,61653.0
Kęstutis SLAVINSKAS,9781.0,,2600.0,,604.0,,31921.0
Vytautas GRUBLIAUSKAS,10797.0,93000.0,150300.0,,,,51908.0
Leonas GRIGALIŪNAS,8839.0,,107804.0,,96983.0,,30307.0
Albinas KUNCEVIČIUS,22779.0,,90000.0,,20000.0,,89290.0
Apolinaras NICIUS,14246.0,23213.0,60800.0,,20000.0,,46692.0
Vytautas KARALIŪNAS,8808.0,,29665.0,11200.0,25848.0,,30291.0
Adelė ECHODIENĖ,9897.0,,88590.0,,142337.0,6500.0,33472.0
Virgilijus ŽIBŪDA,8170.0,,,55000.0,120400.0,210000.0,28267.0
Laimontas DINIUS,7750.0,,40000.0,,96728.0,123800.0,2893899.0
Stasė ČUPKOVIENĖ,5094.0,,11751.0,,20000.0,1565.0,18915.0
Regina LOPIENĖ,10233.0,,12282.0,,,,34785.0
Giedrė KVIESKIENĖ,19997.0,,125000.0,,29400.0,,69603.0
Antanas MARTUSEVIČIUS,7390.0,,148029.0,,133263.0,,33875.0
Romanas Algimantas SEDLICKAS,15645.0,,400.0,,77124.0,,50888.0
Arvydas AUGONIS,19089.0,,77432.0,,195824.0,9345.0,61615.0
Jonas JUČAS,18112.0,,75038.0,,27153.0,71932.0,79514.0
Kęstutis TRAPIKAS,986.0,0.0,107904.0,0.0,3000.0,1580.0,6658.0
Dalia ŠTRAUPAITĖ,12283.0,,76425.0,,59500.0,,40703.0
Gediminas MATIEKUS,14197.0,6900.0,53142.0,,6000.0,,47168.0
Jonas ČEKUOLIS,15271.0,,86000.0,,35000.0,,74471.0
Gediminas BUDNIKAS,14345.0,,34255.0,,96055.0,8740.0,47428.0
Vidmantas ADOMONIS,20353.0,2970.0,70000.0,,65000.0,,65156.0
Juozas MATULEVIČIUS,15999.0,,64431.0,,46661.0,29500.0,519612.0
Marcijonas URMONAS,13147.0,32526.0,153000.0,18500.0,8997.0,,68673.0
Arminas LYDEKA,36040.0,,502830.0,32000.0,741302.0,364466.0,1642419.0
Audra DAUJOTIENĖ,15845.0,,64418.0,,39000.0,,51996.0
Raimundas PALAITIS,18036.0,167965.0,257352.0,,405803.0,353498.0,97317.0
Alvydas BANEVIČIUS,31762.0,96950.0,291700.0,,604000.0,,101606.0
Stasys KRUŽINAUSKAS,15456.0,,50757.0,7000.0,44000.0,49320.0,50491.0
Audrius KLIŠONIS,15012.0,,800.0,,631852.0,7120.0,74034.0
Vitas KARČIAUSKAS,15889.0,,98544.0,,22454.0,,52747.0
Andrius ROMANOVSKIS,3947.0,35759.0,110068.0,,6000.0,,15440.0
Erikas TAMAŠAUSKAS,9378.0,,57034.0,,231591.0,5925.0,31627.0
Vaclovas VINGRAS,11804.0,,50986.0,,368416.0,950779.0,29056635.0
Vida RAMAŠKIENĖ,12538.0,,87000.0,,181500.0,10000.0,41474.0
Artūras MELIANAS,16961.0,,58884.0,,24062.0,20000.0,81404.0
Virginijus MARTIŠAUSKAS,15756.0,12869.0,135225.0,,62217.0,,396101.0
Saulius LAPĖNAS,28509.0,40340.0,341522.0,200000.0,60000.0,2560.0,166972.0
Kazimieras ŠAVINIS,7927.0,,81959.0,,163203.0,,5090127.0
Gintautas BABRAVIČIUS,23204.0,,305000.0,,190000.0,262500.0,120155.0
Ilona STULPINIENĖ,6128.0,,187386.0,40000.0,50000.0,68000.0,20598.0
Algis KAŠĖTA,17750.0,143786.0,81000.0,,30000.0,,83800.0
Gintaras ŠILEIKIS,18149.0,,55289.0,,243582.0,,83194.0
Snieguolė Margarita MATONIENĖ,9226.0,,88000.0,,2000.0,,48823.0
Algirdas GRICIUS,24194.0,,233119.0,,249804.0,376420.0,574243.0
Rimantas REMEIKA,23030.0,,63874.0,,50921.0,,73613.0
Klemensas RIMŠELIS,18232.0,,47091.0,,180000.0,,83443.0
Jonas KATINAS,4567.0,,632787.0,45000.0,30000.0,101398.0,17420.0
Žilvinas ŠILGALIS,2497.0,,148960.0,,52500.0,163674.0,9611.0
Regimantas ČIUPAILA,15636.0,,69900.0,,2953.0,,56651.0
Raimondas ŠUKYS,20119.0,59953.0,273784.0,,7339.0,,64795.0
Vytautas ČEPAS,18823.0,,295907.0,,320000.0,46000.0,76915.0
Dalia TEIŠERSKYTĖ,16176.0,,42543.0,,3645.0,123230.0,79146.0
Antanas KLIUNKA,32149.0,,45000.0,,60334.0,,104378.0
Violeta BOREIKIENĖ,32612.0,,685196.0,,620000.0,,185683.0
Gintaras STEPONAVIČIUS,24076.0,90864.0,341000.0,,12375.0,,101326.0
Algis ČAPLIKAS,14748.0,,102890.0,,58094.0,15000.0,68630.0
Vytautas BOGUŠIS,6533.0,,102131.0,,30000.0,,29067.0
Eligijus MASIULIS,17977.0,105000.0,140000.0,,2751.0,,58160.0
Kęstutis GLAVECKAS,17348.0,,272700.0,,259228.0,59000.0,83480.0
Artūras ZUOKAS,20121.0,,392000.0,,620000.0,4332480.0,70921.0
Petras AUŠTREVIČIUS,46578.0,,125227.0,,51783.0,160.0,144974.0
Tadeuš ZIMINSKI,5665.0,0.0,29361.0,0.0,42769.0,0.0,21105.0
Česlava STUPENKO,7603.0,0.0,19451.0,0.0,25400.0,0.0,26516.0
Rimantas STOČKUS,6323.0,0.0,25000.0,0.0,30000.0,0.0,22850.0
Veslav STARIKOVIČ,8709.0,0.0,133939.0,0.0,0.0,0.0,30133.0
Vlodzimiež SIPOVIČ,9834.0,0.0,100745.0,0.0,25498.0,0.0,33059.0
Leonarda SAPKEVIČ,9103.0,0.0,92848.0,0.0,0.0,0.0,31065.0
Janina RAVICKIENĖ,6323.0,0.0,13300.0,0.0,0.0,0.0,22850.0
Eduard PUNCEVIČ,15548.0,0.0,0.0,0.0,58000.0,0.0,50594.0
Tadeuš PETKEVIČ,9189.0,0.0,27154.0,0.0,14118.0,0.0,31324.0
Tadeušas PAVLOVSKIS,7100.0,0.0,167527.0,0.0,0.0,0.0,25061.0
Stefan ORŠEVSKI,7466.0,0.0,1000.0,0.0,48000.0,0.0,23928.0
Marjan NARUNEC,6716.0,0.0,66626.0,0.0,0.0,0.0,23832.0
Marija MATIULEVIČ,9313.0,0.0,69925.0,0.0,25000.0,0.0,31702.0
Jan KRASOVSKIJ,7635.0,0.0,47000.0,0.0,15000.0,0.0,26788.0
Tadeuš KULAKOVSKI,9075.0,0.0,246000.0,0.0,26000.0,0.0,31154.0
Ana KOTVICKA,8969.0,0.0,145500.0,0.0,15000.0,0.0,30657.0
Leonard KLIMOVIČ,8250.0,0.0,80433.0,0.0,50000.0,0.0,29020.0
Pranas JELENSKAS,7123.0,0.0,38900.0,0.0,20000.0,0.0,25522.0
Michal JANČEVSKI,7608.0,0.0,0.0,0.0,14000.0,0.0,26533.0
Valerijus IVAŠKA,7082.0,0.0,6000.0,0.0,0.0,0.0,25558.0
Sofija GRIAZNOVA,7145.0,0.0,0.0,22020.0,50000.0,0.0,25089.0
Marija GOLUBOVSKA,1845.0,0.0,0.0,0.0,0.0,0.0,8889.0
Genrik GERULSKIJ,9099.0,0.0,44101.0,0.0,25000.0,0.0,31052.0
Kristina GERASIMOVIČ,9339.0,0.0,35627.0,0.0,12000.0,0.0,31953.0
Mečislav ČERNIAVSKIJ,7693.0,0.0,48467.0,0.0,0.0,0.0,26793.0
Mečislav BORUSEVIČ,10022.0,0.0,92579.0,0.0,30000.0,0.0,33849.0
Michail BORTKEVIČ,8697.0,0.0,0.0,0.0,15000.0,0.0,30184.0
Stanislav BOROŠKO,6058.0,0.0,61632.0,0.0,0.0,0.0,21548.0
Josif BOCEVIČ,6509.0,0.0,29124.0,0.0,0.0,0.0,23663.0
Vaclava BANIUKEVIČ,8199.0,0.0,92195.0,0.0,12000.0,0.0,28499.0
Anton BANDALEVIČ,7325.0,0.0,49962.0,0.0,7000.0,0.0,26294.0
Tadeuš AŠKELIANEC,9447.0,0.0,47032.0,0.0,40000.0,0.0,32456.0
Česlava APOLEVIČ,8813.0,0.0,2000.0,0.0,96000.0,12000.0,41183.0
Edvard ZAKŠEVSKIJ,,0.0,4000.0,0.0,1000.0,0.0,0.0
Anton ŠOSTKO,3677.0,0.0,41068.0,0.0,0.0,774.0,14622.0
Henrich PEŠKO,147.0,0.0,0.0,0.0,90000.0,2600.0,3269.0
Jaroslav KAMINSKI,859.0,0.0,140000.0,0.0,35000.0,0.0,6272.0
Miroslav BOGDIUN,1825.0,0.0,1959.0,0.0,7150.0,0.0,9011.0
Vladislav LAVRINOVIČ,383.0,0.0,47238.0,0.0,0.0,0.0,4586.0
Valdemar VIŠNEVSKI,7461.0,0.0,66800.0,0.0,50000.0,0.0,27770.0
Tadeuš ALIANCEVIČ,2919.0,0.0,18328.0,0.0,0.0,0.0,10977.0
Jan VITOVIČ,10554.0,0.0,31964.0,0.0,0.0,0.0,35463.0
Vaclava IVANOVSKAJA,4189.0,0.0,48000.0,0.0,30000.0,0.0,16651.0
Mažena MATUIZO,1905.0,0.0,0.0,0.0,20000.0,0.0,9251.0
Zigmund MARCYNKEVIČ,962.0,0.0,0.0,0.0,0.0,10000.0,5920.0
Marija ZECHAR,0.0,,10000.0,,,,0.0
Halina ANTROPIK,4732.0,0.0,19000.0,0.0,20000.0,0.0,18317.0
Stanislav ADAMAITIS,3684.0,0.0,61876.0,0.0,0.0,0.0,14818.0
Valerijus JAGLINSKIS,4090.0,0.0,2000.0,0.0,15000.0,0.0,16049.0
Liudmila ZACHAROVA,5691.0,0.0,222500.0,0.0,0.0,0.0,20898.0
Edmund ŠOT,10201.0,0.0,238000.0,0.0,0.0,0.0,34388.0
Helena VERSOCKIENĖ,0.0,0.0,43000.0,0.0,0.0,0.0,0.0
Ježi IVANČ,716.0,0.0,83400.0,0.0,40000.0,10000.0,6000.0
Jadvyga KOVALEVSKA,4792.0,0.0,49318.0,0.0,10000.0,0.0,18002.0
Lucija AUZIAK,2534.0,,20340.0,,,,11332.0
Danutė RALOVEC,5707.0,0.0,55202.0,0.0,8000.0,0.0,25574.0
Zygmund JASVIN,5755.0,0.0,500.0,0.0,15000.0,0.0,20919.0
Janina ZENKIEVIČ,5662.0,0.0,0.0,0.0,30000.0,0.0,20637.0
Lilija ANDRUŠKEVIČ,8342.0,0.0,1800.0,0.0,18000.0,0.0,28760.0
Aleksandr STANKEVIČ,5217.0,0.0,20000.0,0.0,13493.0,0.0,13493.0
Jaroslav NARKEVIČ,10114.0,0.0,2500.0,0.0,60191.0,0.0,34548.0
Genadij TĖVEL,3827.0,0.0,6000.0,0.0,21850.0,5268.0,16313.0
Zbignev MATIJAUSKAS,4165.0,0.0,105500.0,0.0,0.0,0.0,16100.0
Zbignev Edvard STVOL,3479.0,0.0,9800.0,0.0,25000.0,0.0,20850.0
Edita TAMOŠIŪNAITĖ,4646.0,0.0,101500.0,0.0,30000.0,0.0,17558.0
Voitechas ŠILKA,465.0,0.0,87456.0,0.0,23456.0,105116.0,5367.0
Romuald GŽYBOVSKI,4645.0,0.0,108855.0,0.0,45000.0,0.0,17730.0
Bernard AVLASEVIČ,6150.0,0.0,45817.0,0.0,34627.0,0.0,30978.0
Janina BELANOVA,5826.0,,41890.0,,12131.0,3100.0,21133.0
Vladislav VOINIČ,4552.0,0.0,29956.0,0.0,45000.0,0.0,17272.0
Mečislavas ZAIKOVSKIS,8827.0,0.0,0.0,0.0,120000.0,0.0,30226.0
Vasilij KARPOVIČ,6845.0,0.0,215000.0,0.0,0.0,0.0,22206.0
Marija KORKUT,1130.0,,10000.0,,,,7253.0
Tadeuš GRIGOROVIČ,4339.0,0.0,3900.0,0.0,0.0,0.0,16626.0
Juzef ZIMINSKI,192.0,0.0,157494.0,0.0,0.0,0.0,3175.0
Margarita BELOVA,19.0,0.0,44339.0,0.0,641.0,0.0,2495.0
Anton Feliks STANKEVIČ,1664.0,0.0,545439.0,0.0,170800.0,10000.0,102157.0
Tatjana MARKOVA,6217.0,,,,13315.0,,22321.0
Gennadij PINCHASEVIČ,6215.0,,22996.0,,11045.0,,28383.0
Teresa SOLOVJOVA,1261.0,0.0,251444.0,0.0,12000.0,14905.0,7843.0
Ela KANAITĖ,4447.0,0.0,24656.0,0.0,0.0,0.0,16956.0
Edita VALUJEVIČ,2265.0,,,,203.0,,10885.0
Marian GRYDZIUŠKO,95.0,0.0,0.0,0.0,0.0,0.0,2036.0
Tatjana STROKUN,,35000.0,39637.0,0.0,0.0,60.0,
Mečislav PALEVIČ,3330.0,0.0,180000.0,0.0,48000.0,0.0,19751.0
Vanda ČUDOTVOROVA,4443.0,0.0,60642.0,0.0,12205.0,0.0,16994.0
Jurijus KONEVAS,5635.0,,13400.0,,37500.0,,19116.0
Tadeuš TUČKOVSKI,5400.0,0.0,124885.0,0.0,2068.0,3465.0,20191.0
Tatjana VIŠNEVSKAJA,5053.0,,20000.0,,,,19088.0
Jurij BARKOVSKIJ,885.0,0.0,51821.0,0.0,78443.0,47000.0,6425.0
Ana LEVŠUNOVA,0.0,0.0,15100.0,0.0,0.0,0.0,2410.0
Irena NARKEVIČ,6566.0,0.0,0.0,0.0,49125.0,12307.0,23724.0
Tadeuš LAVRYNOVIČ,6706.0,0.0,135475.0,0.0,40000.0,5000.0,24342.0
Vladimir KUDIN,10566.0,213168.0,13755.0,250344.0,190000.0,399970.0,34919.0
Marija REKST,3491.0,0.0,18000.0,0.0,25000.0,0.0,14058.0
Josif RYBAK,14031.0,0.0,500.0,0.0,58000.0,0.0,46117.0
Francišek ŽEROMSKIJ,7249.0,14000.0,102330.0,0.0,0.0,0.0,25446.0
Jan SINICKI,17484.0,0.0,138050.0,0.0,19154.0,0.0,56466.0
Teresa PARAMONOVA,17631.0,0.0,20070.0,0.0,20000.0,0.0,52190.0
Zdzislav PALEVIČ,12991.0,12000.0,43250.0,0.0,5000.0,0.0,43426.0
Stefan SVIETLIKOVSKI,13573.0,0.0,35487.0,0.0,15136.0,0.0,44609.0
Boleslav DAŠKEVIČ,12043.0,0.0,41211.0,0.0,25000.0,0.0,39934.0
Henrik JANKOVSKI,9407.0,0.0,116313.0,0.0,4225.0,0.0,31406.0
Zbignev JEDINSKIJ,799.0,0.0,2985.0,0.0,4000.0,0.0,6964.0
Larisa SLIESAREVA,5667.0,0.0,68250.0,0.0,15000.0,7500.0,20526.0
Kristina ZIMINSKA,8401.0,0.0,102276.0,0.0,55000.0,0.0,24338.0
Jurgis UTOVKA,15645.0,0.0,74719.0,0.0,43000.0,24540.0,75604.0
Leokadija POČIKOVSKA,19261.0,0.0,169779.0,0.0,3000.0,2240.0,56749.0
Leonard TALMONT,13568.0,0.0,52115.0,0.0,40000.0,0.0,45212.0
